BookingID,BookingReference,BookingDate,CheckInDate,CheckOutDate,HotelID,GuestID,RoomTypeID,ChannelID,RatePlan,BookingStatus,Adults,Children,RoomsBooked,Nights,NightlyRateGBP,DiscountPct,GrossRoomRevenueGBP,DiscountAmountGBP,NetRoomRevenueGBP,ExtrasRevenueGBP,CancellationFeeGBP,ChannelCommissionGBP,BookingValueGBP,NetRevenueAfterCommissionGBP,CorporateAccount,SpecialRequest,CancellationDate,CancellationReason,HotelName,City,Region,HotelSegment,OwnershipModel,MarketRateIndex,BookingChannel,ChannelGroup,StandardCommissionRate,RoomType,BaseRateGBP,GuestCountry,LoyaltyTier,AgeBand,MarketingConsent,LeadTimeDays,ADR_GBP
BKG004245,CS-2502-004245,2025-12-13,2025-12-13,2025-12-15,HTL002,GST00146,RT011,CH07,Flexible,Checked Out,1,0,1,2,182.37,0,364.74,0,364.74,191.7,0,0,556.44,556.44,,Near lift,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Walk-in,Direct,0,Executive King,164.22,United Kingdom,Gold,25-34,No,0,182.37
BKG004246,CS-2605-004246,2026-06-28,2026-07-18,2026-07-21,HTL005,GST01434,RT026,CH01,Flexible,Cancelled,2,0,1,3,133.42,0,0,0,0,0,0,0,0,0,,Away from lift,2026-07-03,Travel disruption,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Direct Website,Direct,0,Standard Twin,93.97,Germany,Silver,35-44,No,20,0.0
BKG004247,CS-2501-004247,2025-07-29,2025-08-14,2025-08-16,HTL001,GST01089,RT001,CH03,Flexible,Checked Out,1,0,1,2,142.98,0,285.96,0,285.96,160.99,0,42.89,446.95,404.06,,,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Booking.com,OTA,0.15,Standard Double,127.85,Italy,Bronze,35-44,No,16,142.98
BKG004248,CS-2401-004248,2024-11-09,2024-12-18,2024-12-21,HTL001,GST00425,RT001,CH02,Bed & Breakfast,Checked Out,1,2,1,3,161.79,0,485.37,0,485.37,270.53,0,0,755.9,755.9,,Twin beds requested,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Direct Phone,Direct,0,Standard Double,127.85,United Kingdom,Silver,35-44,Yes,39,161.79
BKG004249,CS-2405-004249,2024-07-25,2024-09-02,2024-09-04,HTL005,GST00355,RT025,CH01,Flexible,Checked Out,1,0,1,2,98.63,0,197.26,0,197.26,80.16,0,0,277.42,277.42,,Near lift,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Direct Website,Direct,0,Standard Double,89.19,United Kingdom,Bronze,45-54,No,39,98.63
BKG004250,CS-2402-004250,2024-11-27,2024-12-07,2024-12-10,HTL002,GST00046,RT011,CH01,Advance Purchase,Checked Out,1,0,1,3,174.15,0.05,522.45,26.12,496.33,199.91,0,0,696.24,696.24,,Late arrival,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Direct Website,Direct,0,Executive King,164.22,United Kingdom,Non-member,35-44,Yes,10,165.44
BKG004251,CS-2501-004251,2025-01-23,2025-01-28,2025-01-30,HTL001,GST00775,RT003,CH01,Flexible,Checked Out,2,0,1,2,146.47,0,292.94,0,292.94,0,0,0,292.94,292.94,,,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Direct Website,Direct,0,Superior King,158.01,Canada,Bronze,35-44,Yes,5,146.47
BKG004252,CS-2505-004252,2025-11-27,2025-12-26,2025-12-30,HTL005,GST00500,RT026,CH02,Flexible,Checked Out,2,1,1,4,122.88,0.1,491.52,49.15,442.37,321.23,0,0,763.6,763.6,,Early check-in requested,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Direct Phone,Direct,0,Standard Twin,93.97,United Kingdom,Bronze,55-64,Yes,29,110.59
BKG004253,CS-2402-004253,2024-01-14,2024-02-13,2024-02-14,HTL002,GST01368,RT007,CH04,Flexible,Checked Out,2,0,1,1,95.23,0,95.23,0,95.23,91.37,0,16.19,186.6,170.41,,Twin beds requested,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Expedia,OTA,0.17,Standard Double,100.82,United Kingdom,Bronze,45-54,Yes,30,95.23
BKG004254,CS-2603-004254,2026-03-01,2026-04-02,2026-04-04,HTL003,GST00011,RT015,CH03,Bed & Breakfast,Checked Out,1,0,1,2,124.18,0,248.36,0,248.36,179.69,0,37.25,428.05,390.8,,Quiet room,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Booking.com,OTA,0.15,Superior King,112.37,Netherlands,Silver,35-44,No,32,124.18
BKG004255,CS-2605-004255,2026-01-26,2026-02-27,2026-02-28,HTL005,GST00591,RT025,CH03,Flexible,Checked Out,1,0,1,1,90.94,0,90.94,0,90.94,0,0,13.64,90.94,77.3,,,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Booking.com,OTA,0.15,Standard Double,89.19,United Kingdom,Non-member,45-54,Yes,32,90.94
BKG004256,CS-2503-004256,2025-08-10,2025-08-20,2025-08-23,HTL003,GST01452,RT015,CH04,Flexible,Checked Out,1,0,1,3,145.4,0,436.2,0,436.2,0,0,74.15,436.2,362.05,,,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Expedia,OTA,0.17,Superior King,112.37,United Kingdom,Non-member,18-24,No,10,145.4
BKG004257,CS-2402-004257,2024-01-25,2024-01-28,2024-01-29,HTL002,GST00916,RT007,CH01,Event Package,Checked Out,2,0,1,1,99.91,0,99.91,0,99.91,31,0,0,130.91,130.91,,Early check-in requested,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Direct Website,Direct,0,Standard Double,100.82,United Kingdom,Gold,25-34,No,3,99.91
BKG004258,CS-2503-004258,2025-07-13,2025-07-27,2025-07-28,HTL003,GST02206,RT015,CH03,Bed & Breakfast,Checked Out,2,0,1,1,151.93,0,151.93,0,151.93,31,0,22.79,182.93,160.14,,,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Booking.com,OTA,0.15,Superior King,112.37,,,,,14,151.93
BKG004259,CS-2501-004259,2025-09-11,2025-10-05,2025-10-06,HTL001,GST01783,RT001,CH03,Bed & Breakfast,Checked Out,1,0,1,1,129.38,0.1,129.38,12.94,116.44,15.5,0,17.47,131.94,114.47,,,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Booking.com,OTA,0.15,Standard Double,127.85,United Kingdom,Bronze,25-34,Yes,24,116.44
BKG004260,CS-2606-004260,2026-06-12,2026-07-25,2026-07-28,HTL006,GST00589,RT036,CH01,Bed & Breakfast,Checked Out,2,0,2,3,257.96,0,1547.76,0,1547.76,232.97,0,0,1780.73,1780.73,,,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Direct Website,Direct,0,Junior Suite,199.35,Italy,Bronze,25-34,Yes,43,257.96
BKG004261,CS-2403-004261,2024-10-14,2024-10-24,2024-10-29,HTL003,GST01634,RT013,CH01,Group,Checked Out,4,0,3,5,97.5,0.12,1462.5,175.5,1287,0,0,0,1287,1287,,Late arrival,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Direct Website,Direct,0,Standard Double,89.25,United Kingdom,Bronze,35-44,No,10,85.8
BKG004262,CS-2401-004262,2024-04-28,2024-04-30,2024-05-05,HTL001,GST00522,RT003,CH04,Corporate,Checked Out,1,2,1,5,160,0.1,800,80,720,0,0,122.4,720,597.6,Wren & Co.,,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Expedia,OTA,0.17,Superior King,158.01,United Kingdom,Non-member,25-34,Yes,2,144.0
BKG004263,CS-2501-004263,2025-02-10,2025-03-08,2025-03-10,HTL001,GST01500,RT001,CH01,Group,Checked Out,11,0,6,2,141.91,0.15,1702.92,255.44,1447.48,341,0,0,1788.48,1788.48,,,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Direct Website,Direct,0,Standard Double,127.85,United Kingdom,Silver,35-44,No,26,120.62
BKG004264,CS-2406-004264,2024-05-19,2024-06-23,2024-06-29,HTL006,GST00055,RT031,CH03,Flexible,Cancelled,1,0,1,6,119.61,0,0,0,0,0,0,0,0,0,,Accessible room,2024-06-15,Duplicate booking,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Booking.com,OTA,0.15,Standard Double,97.71,United Kingdom,Bronze,35-44,Yes,35,0.0
BKG004265,CS-2404-004265,2024-08-12,2024-09-22,2024-09-26,HTL004,GST00872,RT019,CH03,Flexible,Checked Out,1,0,1,4,107.7,0.1,430.8,43.08,387.72,0,0,58.16,387.72,329.56,,High floor,,,Crownstone Calton View,Edinburgh,Scotland,Boutique,Leased,1.16,Booking.com,OTA,0.15,Standard Double,110.62,United Kingdom,Silver,35-44,No,41,96.93
BKG004266,CS-2405-004266,2024-07-27,2024-09-15,2024-09-16,HTL005,GST01297,RT025,CH05,Corporate,Checked Out,1,0,1,1,93.08,0.08,93.08,7.45,85.63,15.5,0,4.28,101.13,96.85,Northbridge Legal,High floor,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Corporate Portal,Corporate,0.05,Standard Double,89.19,United Kingdom,Non-member,25-34,No,50,85.63
BKG004267,CS-2606-004267,2026-05-20,2026-06-30,2026-07-01,HTL006,GST01696,RT033,CH03,Advance Purchase,Cancelled,2,0,1,1,129,0.08,0,0,0,0,0,0,0,0,,,2026-06-07,Booked another hotel,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Booking.com,OTA,0.15,Superior King,123.95,India,Platinum,35-44,No,41,0.0
BKG004268,CS-2402-004268,2024-05-28,2024-07-07,2024-07-09,HTL002,GST02178,RT010,CH05,Corporate,Checked Out,3,1,2,2,156.64,0.12,626.56,75.19,551.37,109,0,27.57,660.37,632.8,Redwood Finance,,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Corporate Portal,Corporate,0.05,Family Room,146.88,,,,,40,137.84
BKG004269,CS-2405-004269,2024-05-20,2024-05-23,2024-05-25,HTL005,GST00327,RT028,CH02,Advance Purchase,Checked Out,1,0,1,2,142.2,0.05,284.4,14.22,270.18,0,0,0,270.18,270.18,,High floor,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Direct Phone,Direct,0,Family Room,130.98,United Kingdom,Gold,25-34,No,3,135.09
BKG004270,CS-2502-004270,2025-05-07,2025-07-11,2025-07-14,HTL002,GST00175,RT007,CH03,Advance Purchase,Checked Out,1,0,1,3,123.6,0.08,370.8,29.66,341.14,0,0,51.17,341.14,289.97,,Twin beds requested,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Booking.com,OTA,0.15,Standard Double,100.82,United Kingdom,Bronze,35-44,Yes,65,113.71
BKG004271,CS-2405-004271,2024-11-26,2024-12-25,2025-01-01,HTL005,GST01188,RT027,CH04,Advance Purchase,Checked Out,1,0,1,7,129.98,0.1,909.86,90.99,818.87,526.16,0,139.21,1345.03,1205.82,,,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Expedia,OTA,0.17,Superior King,115.67,United Kingdom,Silver,45-54,No,29,116.98
BKG004272,CS-2404-004272,2024-05-31,2024-08-07,2024-08-13,HTL004,GST00788,RT019,CH04,Advance Purchase,Checked Out,3,0,1,6,176.31,0.1,1057.86,105.79,952.07,279,0,161.85,1231.07,1069.22,,,,,Crownstone Calton View,Edinburgh,Scotland,Boutique,Leased,1.16,Expedia,OTA,0.17,Standard Double,110.62,United Kingdom,Silver,25-34,Yes,68,158.68
BKG004273,CS-2504-004273,2025-11-05,2025-11-29,2025-12-01,HTL004,GST01642,RT023,CH05,Flexible,Checked Out,1,0,1,2,188.91,0,377.82,0,377.82,215.79,0,18.89,593.61,574.72,Merefield Healthcare,,,,Crownstone Calton View,Edinburgh,Scotland,Boutique,Leased,1.16,Corporate Portal,Corporate,0.05,Executive King,177.9,United Kingdom,Silver,65+,Yes,24,188.91
BKG004274,CS-2505-004274,2025-03-09,2025-03-09,2025-03-10,HTL005,GST00429,RT027,CH07,Flexible,Checked Out,5,0,3,1,110.62,0,331.86,0,331.86,12,0,0,343.86,343.86,,Near lift,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Walk-in,Direct,0,Superior King,115.67,Australia,Bronze,25-34,No,0,110.62
BKG004275,CS-2404-004275,2024-07-17,2024-08-08,2024-08-10,HTL004,GST00065,RT024,CH03,Advance Purchase,Checked Out,1,0,1,2,287.82,0.1,575.64,57.56,518.08,115.47,0,77.71,633.55,555.84,,Near lift,,,Crownstone Calton View,Edinburgh,Scotland,Boutique,Leased,1.16,Booking.com,OTA,0.15,Junior Suite,215.58,United Kingdom,Silver,45-54,Yes,22,259.04
BKG004276,CS-2601-004276,2026-08-31,2026-08-31,2026-09-01,HTL001,GST01064,RT002,CH07,Flexible,Confirmed,1,0,1,1,146.21,0.1,146.21,14.62,131.59,57.51,0,0,189.1,189.1,,Late arrival,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Walk-in,Direct,0,Standard Twin,126.62,United Kingdom,Bronze,35-44,Yes,0,131.59
BKG004277,CS-2503-004277,2025-09-29,2025-10-04,2025-10-06,HTL003,GST01149,RT013,CH01,Advance Purchase,Checked Out,1,0,1,2,81.76,0.08,163.52,13.08,150.44,163.72,0,0,314.16,314.16,,,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Direct Website,Direct,0,Standard Double,89.25,United Kingdom,Bronze,18-24,No,5,75.22
BKG004278,CS-2501-004278,2025-10-12,2025-10-22,2025-10-23,HTL001,GST01725,RT001,CH01,Corporate,Checked Out,2,0,1,1,110.25,0.1,110.25,11.03,99.22,37.21,0,0,136.43,136.43,Northbridge Legal,Late arrival,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Direct Website,Direct,0,Standard Double,127.85,United Kingdom,Non-member,55-64,No,10,99.22
BKG004279,CS-2503-004279,2025-04-08,2025-05-09,2025-05-13,HTL003,GST01419,RT013,CH05,Corporate,Checked Out,1,0,1,4,85.89,0.1,343.56,34.36,309.2,62,0,15.46,371.2,355.74,Kelvin Tech,Cot required,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Corporate Portal,Corporate,0.05,Standard Double,89.25,United Kingdom,Silver,35-44,Yes,31,77.3
BKG004280,CS-2402-004280,2024-09-21,2024-09-24,2024-09-26,HTL002,GST00034,RT007,CH02,Advance Purchase,Checked Out,1,0,1,2,91.7,0.1,183.4,18.34,165.06,0,0,0,165.06,165.06,,Twin beds requested,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Direct Phone,Direct,0,Standard Double,100.82,United Kingdom,Silver,45-54,Yes,3,82.53
BKG004281,CS-2606-004281,2026-06-21,2026-06-28,2026-07-03,HTL006,GST01624,RT032,CH03,Group,Checked Out,3,0,2,5,108.61,0.18,1086.1,195.5,890.6,338.81,0,133.59,1229.41,1095.82,,,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Booking.com,OTA,0.15,Standard Twin,101.45,United Kingdom,Silver,65+,No,7,89.06
BKG004282,CS-2606-004282,2026-06-27,2026-07-03,2026-07-05,HTL006,GST00185,RT031,CH06,Corporate,Checked Out,1,0,1,2,105.2,0.1,210.4,21.04,189.36,0,0,18.94,189.36,170.42,Redwood Finance,Late arrival,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Travel Agent,Agency,0.1,Standard Double,97.71,United Kingdom,Gold,18-24,Yes,6,94.68
BKG004283,CS-2506-004283,2025-10-24,2025-10-29,2025-10-30,HTL006,GST00048,RT033,CH01,Flexible,Checked Out,2,0,1,1,125.76,0,125.76,0,125.76,45,0,0,170.76,170.76,,,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Direct Website,Direct,0,Superior King,123.95,United Kingdom,Non-member,25-34,No,5,125.76
BKG004284,CS-2503-004284,2025-09-18,2025-11-22,2025-11-23,HTL003,GST00794,RT013,CH04,Weekend Break,Checked Out,2,1,1,1,80.51,0,80.51,0,80.51,84.74,0,13.69,165.25,151.56,,Late arrival,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Expedia,OTA,0.17,Standard Double,89.25,United Kingdom,Bronze,25-34,Yes,65,80.51
BKG004285,CS-2502-004285,2025-08-15,2025-08-29,2025-08-30,HTL002,GST00712,RT008,CH04,Bed & Breakfast,Cancelled,1,0,1,1,138.3,0,0,0,0,0,0,0,0,0,,Quiet room,2025-08-23,No reason provided,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Expedia,OTA,0.17,Standard Twin,100.55,Australia,Bronze,25-34,Yes,14,0.0
BKG004286,CS-2603-004286,2026-04-23,2026-04-23,2026-04-27,HTL003,GST00350,RT015,CH07,Flexible,Checked Out,1,0,1,4,120.62,0,482.48,0,482.48,62,0,0,544.48,544.48,,Near lift,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Walk-in,Direct,0,Superior King,112.37,United Kingdom,Bronze,25-34,Yes,0,120.62
BKG004287,CS-2405-004287,2024-06-30,2024-07-26,2024-07-28,HTL005,GST01739,RT027,CH06,Advance Purchase,Checked Out,2,2,1,2,155.99,0.05,311.98,15.6,296.38,94,0,29.64,390.38,360.74,,Early check-in requested,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Travel Agent,Agency,0.1,Superior King,115.67,United Kingdom,Gold,18-24,No,26,148.19
BKG004288,CS-2502-004288,2025-03-11,2025-04-06,2025-04-08,HTL002,GST00878,RT012,CH01,Flexible,Checked Out,1,0,1,2,223.26,0,446.52,0,446.52,139.49,0,0,586.01,586.01,,,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Direct Website,Direct,0,Junior Suite,195.32,United Kingdom,Gold,35-44,Yes,26,223.26
BKG004289,CS-2501-004289,2025-11-04,2025-11-23,2025-11-24,HTL001,GST01896,RT004,CH03,Flexible,Checked Out,2,0,1,1,159.6,0,159.6,0,159.6,31,0,23.94,190.6,166.66,,Late arrival,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Booking.com,OTA,0.15,Family Room,181.97,,,,,19,159.6
BKG004290,CS-2506-004290,2025-03-28,2025-04-10,2025-04-14,HTL006,GST00954,RT032,CH04,Group,Checked Out,3,0,2,4,115.39,0.18,923.12,166.16,756.96,0,0,128.68,756.96,628.28,,Quiet room,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Expedia,OTA,0.17,Standard Twin,101.45,United Kingdom,Bronze,25-34,Yes,13,94.62
BKG004291,CS-2602-004291,2026-04-18,2026-04-24,2026-04-29,HTL002,GST01053,RT008,CH03,Corporate,Checked Out,1,0,1,5,95.96,0.1,479.8,47.98,431.82,167.5,0,64.77,599.32,534.55,Redwood Finance,,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Booking.com,OTA,0.15,Standard Twin,100.55,Canada,Bronze,35-44,Yes,6,86.36
BKG004292,CS-2504-004292,2025-01-11,2025-01-18,2025-01-21,HTL004,GST00036,RT020,CH02,Flexible,Checked Out,1,0,1,3,101.3,0.1,303.9,30.39,273.51,0,0,0,273.51,273.51,,,,,Crownstone Calton View,Edinburgh,Scotland,Boutique,Leased,1.16,Direct Phone,Direct,0,Standard Twin,115.57,United Kingdom,Non-member,35-44,No,7,91.17
BKG004293,CS-2605-004293,2026-03-15,2026-04-01,2026-04-02,HTL005,GST01055,RT025,CH01,Flexible,Checked Out,1,0,1,1,101.99,0,101.99,0,101.99,0,0,0,101.99,101.99,,Twin beds requested,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Direct Website,Direct,0,Standard Double,89.19,United Kingdom,Silver,55-64,Yes,17,101.99
BKG004294,CS-2403-004294,2024-05-11,2024-06-02,2024-06-04,HTL003,GST01964,RT013,CH01,Advance Purchase,Checked Out,1,0,1,2,95.79,0.05,191.58,9.58,182,31,0,0,213,213,,Quiet room,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Direct Website,Direct,0,Standard Double,89.25,,,,,22,91.0
BKG004295,CS-2606-004295,2026-04-13,2026-04-13,2026-04-14,HTL006,GST01655,RT031,CH07,Flexible,Checked Out,2,0,1,1,97.73,0,97.73,0,97.73,31,0,0,128.73,128.73,,Quiet room,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Walk-in,Direct,0,Standard Double,97.71,United Kingdom,Non-member,35-44,Yes,0,97.73
BKG004296,CS-2602-004296,2026-03-18,2026-05-29,2026-05-31,HTL002,GST00143,RT011,CH03,Advance Purchase,Checked Out,1,0,1,2,165.73,0.05,331.46,16.57,314.89,0,0,47.23,314.89,267.66,,Twin beds requested,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Booking.com,OTA,0.15,Executive King,164.22,United Kingdom,Bronze,25-34,Yes,72,157.44
BKG004297,CS-2405-004297,2024-11-18,2024-12-09,2024-12-10,HTL005,GST01138,RT028,CH01,Bed & Breakfast,Checked Out,2,2,1,1,146.26,0,146.26,0,146.26,63,0,0,209.26,209.26,,,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Direct Website,Direct,0,Family Room,130.98,United Kingdom,Bronze,25-34,Yes,21,146.26
BKG004298,CS-2405-004298,2024-08-27,2024-09-05,2024-09-06,HTL005,GST00018,RT025,CH03,Bed & Breakfast,Checked Out,1,0,1,1,104.86,0,104.86,0,104.86,33.5,0,15.73,138.36,122.63,,Away from lift,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Booking.com,OTA,0.15,Standard Double,89.19,India,Gold,65+,Yes,9,104.86
BKG004299,CS-2501-004299,2025-03-31,2025-04-05,2025-04-08,HTL001,GST00311,RT005,CH01,Flexible,Checked Out,2,0,1,3,225.86,0,677.58,0,677.58,0,0,0,677.58,677.58,,,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Direct Website,Direct,0,Executive King,200.4,United Kingdom,Gold,18-24,Yes,5,225.86
BKG004300,CS-2606-004300,2025-12-29,2026-02-11,2026-02-13,HTL006,GST01487,RT034,CH02,Weekend Break,Checked Out,1,2,1,2,112.18,0,224.36,0,224.36,240.03,0,0,464.39,464.39,,Early check-in requested,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Direct Phone,Direct,0,Family Room,136.19,United Kingdom,Bronze,25-34,Yes,44,112.18
BKG004301,CS-2501-004301,2025-06-07,2025-07-06,2025-07-07,HTL001,GST01444,RT002,CH04,Flexible,Checked Out,1,0,1,1,170.31,0.05,170.31,8.52,161.79,15.5,0,27.5,177.29,149.79,,Early check-in requested,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Expedia,OTA,0.17,Standard Twin,126.62,Australia,Non-member,25-34,No,29,161.79
BKG004302,CS-2605-004302,2026-05-14,2026-06-07,2026-06-08,HTL005,GST00745,RT027,CH01,Weekend Break,Checked Out,2,0,1,1,112.76,0,112.76,0,112.76,108.87,0,0,221.63,221.63,,High floor,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Direct Website,Direct,0,Superior King,115.67,United States,Silver,25-34,Yes,24,112.76
BKG004303,CS-2602-004303,2026-03-19,2026-04-08,2026-04-12,HTL002,GST01271,RT008,CH04,Group,Checked Out,3,0,2,4,110.08,0.12,880.64,105.68,774.96,186,0,131.74,960.96,829.22,,,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Expedia,OTA,0.17,Standard Twin,100.55,United Kingdom,Silver,55-64,Yes,20,96.87
BKG004304,CS-2504-004304,2025-02-15,2025-03-01,2025-03-06,HTL004,GST00905,RT019,CH04,Flexible,Checked Out,5,0,3,5,116.78,0,1751.7,0,1751.7,550.8,0,297.79,2302.5,2004.71,,Away from lift,,,Crownstone Calton View,Edinburgh,Scotland,Boutique,Leased,1.16,Expedia,OTA,0.17,Standard Double,110.62,United Kingdom,Bronze,65+,No,14,116.78
BKG004305,CS-2405-004305,2024-09-11,2024-09-27,2024-09-29,HTL005,GST00011,RT028,CH02,Advance Purchase,Checked Out,1,1,1,2,153.53,0.05,307.06,15.35,291.71,156.87,0,0,448.58,448.58,,,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Direct Phone,Direct,0,Family Room,130.98,Netherlands,Silver,35-44,No,16,145.85
BKG004306,CS-2602-004306,2026-05-07,2026-07-19,2026-07-20,HTL002,GST00993,RT010,CH03,Advance Purchase,Checked Out,1,2,1,1,150.41,0.1,150.41,15.04,135.37,0,0,20.31,135.37,115.06,,High floor,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Booking.com,OTA,0.15,Family Room,146.88,United Kingdom,Silver,35-44,Yes,73,135.37
BKG004307,CS-2606-004307,2026-06-02,2026-07-20,2026-07-21,HTL006,GST01452,RT032,CH02,Bed & Breakfast,Checked Out,2,0,1,1,132.68,0,132.68,0,132.68,31,0,0,163.68,163.68,,Accessible room,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Direct Phone,Direct,0,Standard Twin,101.45,United Kingdom,Non-member,18-24,No,48,132.68
BKG004308,CS-2605-004308,2026-07-31,2026-08-27,2026-08-28,HTL005,GST01166,RT026,CH02,Flexible,Checked Out,2,0,1,1,122.95,0,122.95,0,122.95,22.9,0,0,145.85,145.85,,Quiet room,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Direct Phone,Direct,0,Standard Twin,93.97,United Kingdom,Bronze,65+,Yes,27,122.95
BKG004309,CS-2506-004309,2025-06-18,2025-07-06,2025-07-07,HTL006,GST00207,RT034,CH01,Bed & Breakfast,Checked Out,2,2,1,1,167.67,0,167.67,0,167.67,47,0,0,214.67,214.67,,Accessible room,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Direct Website,Direct,0,Family Room,136.19,United Kingdom,Bronze,35-44,Yes,18,167.67
BKG004310,CS-2601-004310,2026-03-18,2026-04-18,2026-04-25,HTL001,GST00907,RT002,CH03,Flexible,Cancelled,1,3,1,7,159.83,0,0,0,0,0,0,0,0,0,,,2026-03-26,Corporate trip cancelled,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Booking.com,OTA,0.15,Standard Twin,126.62,United Kingdom,Bronze,45-54,Yes,31,0.0
BKG004311,CS-2603-004311,2026-05-06,2026-06-26,2026-06-29,HTL003,GST01540,RT013,CH04,Event Package,No Show,1,2,1,3,132.05,0,0,0,0,0,132.05,0,132.05,132.05,,Early check-in requested,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Expedia,OTA,0.17,Standard Double,89.25,United Kingdom,Bronze,18-24,Yes,51,0.0
BKG004312,CS-2501-004312,2025-09-29,2025-09-30,2025-10-05,HTL001,GST01797,RT003,CH02,Flexible,Checked Out,1,1,1,5,198.01,0,990.05,0,990.05,327.98,0,0,1318.03,1318.03,,Accessible room,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Direct Phone,Direct,0,Superior King,158.01,United Kingdom,Non-member,55-64,Yes,1,198.01
BKG004313,CS-2401-004313,2024-11-20,2024-12-14,2024-12-15,HTL001,GST02290,RT005,CH05,Corporate,Checked Out,2,0,1,1,226.14,0.15,226.14,33.92,192.22,0,0,9.61,192.22,182.61,Wren & Co.,Quiet room,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Corporate Portal,Corporate,0.05,Executive King,200.4,,,,,24,192.22
