CostRecordID,HotelID,MonthStart,CostCategory,BudgetGBP,ActualGBP,VarianceGBP
CST001031,HTL001,2025-08-01,Food & Beverage Supplies,23061.01,25599.71,2538.69
CST001032,HTL001,2025-08-01,Marketing,9162.31,9943.88,781.57
CST001033,HTL001,2025-08-01,Property & Insurance,26088.27,27146.28,1058.01
CST001034,HTL001,2025-08-01,Technology & Systems,6267.68,5833.51,-434.17
CST001035,HTL001,2025-08-01,Other Operating Costs,16707.76,15624.48,-1083.28
CST001036,HTL002,2025-08-01,Payroll & Agency Staff,49324.01,47879.82,-1444.19
CST001037,HTL002,2025-08-01,Utilities,9544.45,8771.27,-773.17
CST001038,HTL002,2025-08-01,Housekeeping Supplies,6612.7,7239.73,627.03
CST001039,HTL002,2025-08-01,Maintenance & Repairs,7780.22,8702.93,922.71
CST001040,HTL002,2025-08-01,Food & Beverage Supplies,14919.15,15566.33,647.18
CST001041,HTL002,2025-08-01,Marketing,5812.35,5541.58,-270.77
CST001042,HTL002,2025-08-01,Property & Insurance,17276.62,16219.94,-1056.67
CST001043,HTL002,2025-08-01,Technology & Systems,4270.63,4167.21,-103.42
CST001044,HTL002,2025-08-01,Other Operating Costs,10848.07,11265.15,417.08
CST001045,HTL003,2025-08-01,Payroll & Agency Staff,42775.73,41963.95,-811.78
CST001046,HTL003,2025-08-01,Utilities,8048.4,8874.06,825.66
CST001047,HTL003,2025-08-01,Housekeeping Supplies,5472.05,5719.67,247.62
CST001048,HTL003,2025-08-01,Maintenance & Repairs,6698.06,7101.78,403.71
CST001049,HTL003,2025-08-01,Food & Beverage Supplies,13596.96,14975.87,1378.91
CST001050,HTL003,2025-08-01,Marketing,4745.76,4668.05,-77.71
CST001051,HTL003,2025-08-01,Property & Insurance,15344.81,14771.56,-573.25
CST001052,HTL003,2025-08-01,Technology & Systems,3462.48,3535.08,72.6
CST001053,HTL003,2025-08-01,Other Operating Costs,9153.63,9099.09,-54.55
CST001054,HTL004,2025-08-01,Payroll & Agency Staff,45317.33,43264.62,-2052.71
CST001055,HTL004,2025-08-01,Utilities,9188.52,9595.9,407.38
CST001056,HTL004,2025-08-01,Housekeeping Supplies,6189.82,6362.29,172.47
CST001057,HTL004,2025-08-01,Maintenance & Repairs,7435.02,12207.44,4772.42
CST001058,HTL004,2025-08-01,Food & Beverage Supplies,15033.52,15477.95,444.43
CST001059,HTL004,2025-08-01,Marketing,5600.27,5792.61,192.34
CST001060,HTL004,2025-08-01,Property & Insurance,16658.93,18139.2,1480.27
CST001061,HTL004,2025-08-01,Technology & Systems,3944.22,4408.93,464.71
CST001062,HTL004,2025-08-01,Other Operating Costs,10554.9,11403.32,848.41
CST001063,HTL005,2025-08-01,Payroll & Agency Staff,35525.14,33759.82,-1765.32
CST001064,HTL005,2025-08-01,Utilities,6815.01,7368.49,553.48
CST001065,HTL005,2025-08-01,Housekeeping Supplies,4514.62,4905.57,390.95
CST001066,HTL005,2025-08-01,Maintenance & Repairs,5681.46,5444.42,-237.04
CST001067,HTL005,2025-08-01,Food & Beverage Supplies,10711.25,9871.28,-839.97
CST001068,HTL005,2025-08-01,Marketing,4239.71,4687.19,447.49
CST001069,HTL005,2025-08-01,Property & Insurance,12035.94,11330.06,-705.88
CST001070,HTL005,2025-08-01,Technology & Systems,2867.57,2627.99,-239.58
CST001071,HTL005,2025-08-01,Other Operating Costs,7582.29,7908.63,326.34
CST001072,HTL006,2025-08-01,Payroll & Agency Staff,35835.17,38909.26,3074.1
CST001073,HTL006,2025-08-01,Utilities,7206.38,7105.77,-100.61
CST001074,HTL006,2025-08-01,Housekeeping Supplies,4906.27,5101.09,194.83
CST001075,HTL006,2025-08-01,Maintenance & Repairs,5643.07,5883.52,240.44
CST001076,HTL006,2025-08-01,Food & Beverage Supplies,11556.39,10689.62,-866.77
CST001077,HTL006,2025-08-01,Marketing,4144.06,4290.87,146.81
CST001078,HTL006,2025-08-01,Property & Insurance,12725.81,13336.4,610.59
CST001079,HTL006,2025-08-01,Technology & Systems,2982.06,3094.12,112.06
CST001080,HTL006,2025-08-01,Other Operating Costs,7904.83,7835.56,-69.27
CST001081,HTL001,2025-09-01,Payroll & Agency Staff,64301.57,66163.1,1861.52
CST001082,HTL001,2025-09-01,Utilities,12773.23,12997.65,224.42
CST001083,HTL001,2025-09-01,Housekeeping Supplies,8972.23,8788.7,-183.53
CST001084,HTL001,2025-09-01,Maintenance & Repairs,10440.85,9718.55,-722.3
CST001085,HTL001,2025-09-01,Food & Beverage Supplies,20477.51,21965.63,1488.13
CST001086,HTL001,2025-09-01,Marketing,7973.15,7580.62,-392.53
CST001087,HTL001,2025-09-01,Property & Insurance,22922.68,23074.09,151.41
CST001088,HTL001,2025-09-01,Technology & Systems,5582,6204.49,622.49
CST001089,HTL001,2025-09-01,Other Operating Costs,15020.62,16127.25,1106.63
CST001090,HTL002,2025-09-01,Payroll & Agency Staff,42078.5,42214.83,136.33
CST001091,HTL002,2025-09-01,Utilities,8529.4,8732.42,203.03
CST001092,HTL002,2025-09-01,Housekeeping Supplies,5543.35,5778.42,235.07
CST001093,HTL002,2025-09-01,Maintenance & Repairs,6662.54,7007.76,345.22
CST001094,HTL002,2025-09-01,Food & Beverage Supplies,13226.48,13073.01,-153.47
CST001095,HTL002,2025-09-01,Marketing,4970.25,5115,144.75
CST001096,HTL002,2025-09-01,Property & Insurance,15921.3,16997.82,1076.52
CST001097,HTL002,2025-09-01,Technology & Systems,3659.05,3344.4,-314.66
CST001098,HTL002,2025-09-01,Other Operating Costs,9373.84,9839.79,465.95
CST001099,HTL003,2025-09-01,Payroll & Agency Staff,35714.13,33853.99,-1860.14
CST001100,HTL003,2025-09-01,Utilities,7363.05,7670.51,307.46
CST001101,HTL003,2025-09-01,Housekeeping Supplies,5027.39,4588.62,-438.77
CST001102,HTL003,2025-09-01,Maintenance & Repairs,5683.53,5802.28,118.75
CST001103,HTL003,2025-09-01,Food & Beverage Supplies,11288.13,11677.36,389.22
CST001104,HTL003,2025-09-01,Marketing,4428.28,4075.34,-352.94
CST001105,HTL003,2025-09-01,Property & Insurance,12639.67,11904,-735.67
CST001106,HTL003,2025-09-01,Technology & Systems,3131.52,2854.28,-277.24
CST001107,HTL003,2025-09-01,Other Operating Costs,8163.28,7483.68,-679.6
CST001108,HTL004,2025-09-01,Payroll & Agency Staff,41827.67,46380.59,4552.91
CST001109,HTL004,2025-09-01,Utilities,8438.25,7687.1,-751.14
CST001110,HTL004,2025-09-01,Housekeeping Supplies,5608.37,5802.81,194.45
CST001111,HTL004,2025-09-01,Maintenance & Repairs,6306.86,6643.01,336.15
CST001112,HTL004,2025-09-01,Food & Beverage Supplies,12848.85,14064.47,1215.63
CST001113,HTL004,2025-09-01,Marketing,4835.47,5165.91,330.44
CST001114,HTL004,2025-09-01,Property & Insurance,14715.86,16306.8,1590.94
CST001115,HTL004,2025-09-01,Technology & Systems,3500.95,3461.48,-39.46
CST001116,HTL004,2025-09-01,Other Operating Costs,8723.79,8698.19,-25.59
CST001117,HTL005,2025-09-01,Payroll & Agency Staff,31950.08,33434.3,1484.22
CST001118,HTL005,2025-09-01,Utilities,6075.8,5815.27,-260.53
CST001119,HTL005,2025-09-01,Housekeeping Supplies,4047.34,3885.3,-162.04
CST001120,HTL005,2025-09-01,Maintenance & Repairs,4918.24,4603.73,-314.51
CST001121,HTL005,2025-09-01,Food & Beverage Supplies,9759.68,10349.68,590.01
CST001122,HTL005,2025-09-01,Marketing,3722.96,3971.7,248.73
CST001123,HTL005,2025-09-01,Property & Insurance,11146.2,12127.03,980.83
CST001124,HTL005,2025-09-01,Technology & Systems,2561.74,2561.73,-0.01
CST001125,HTL005,2025-09-01,Other Operating Costs,6730.79,6747.77,16.98
CST001126,HTL006,2025-09-01,Payroll & Agency Staff,32795.2,34659.15,1863.95
CST001127,HTL006,2025-09-01,Utilities,6445.69,6008.03,-437.67
CST001128,HTL006,2025-09-01,Housekeeping Supplies,4154.95,4084.73,-70.22
CST001129,HTL006,2025-09-01,Maintenance & Repairs,4970.23,4543.28,-426.95
CST001130,HTL006,2025-09-01,Food & Beverage Supplies,10064.88,11097.62,1032.74
CST001131,HTL006,2025-09-01,Marketing,3856.62,4251.75,395.13
CST001132,HTL006,2025-09-01,Property & Insurance,11001.76,11934.45,932.68
CST001133,HTL006,2025-09-01,Technology & Systems,2644.35,2723.73,79.38
CST001134,HTL006,2025-09-01,Other Operating Costs,6903.34,7032.04,128.7
CST001135,HTL001,2025-10-01,Payroll & Agency Staff,61822.58,58118.48,-3704.1
CST001136,HTL001,2025-10-01,Utilities,12033.11,11493.84,-539.27
CST001137,HTL001,2025-10-01,Housekeeping Supplies,8056.35,8195.91,139.56
CST001138,HTL001,2025-10-01,Maintenance & Repairs,10046.15,11031.43,985.28
CST001139,HTL001,2025-10-01,Food & Beverage Supplies,18852.11,18757.88,-94.22
CST001140,HTL001,2025-10-01,Marketing,7266.4,8581.5,1315.1
CST001141,HTL001,2025-10-01,Property & Insurance,21156.58,22827.97,1671.39
CST001142,HTL001,2025-10-01,Technology & Systems,5288.54,5740.01,451.47
CST001143,HTL001,2025-10-01,Other Operating Costs,13593.38,12823,-770.38
CST001144,HTL002,2025-10-01,Payroll & Agency Staff,39661.42,42160.34,2498.92
CST001145,HTL002,2025-10-01,Utilities,8272.43,8301.6,29.17
CST001146,HTL002,2025-10-01,Housekeeping Supplies,5318.06,5392.63,74.57
CST001147,HTL002,2025-10-01,Maintenance & Repairs,6253.36,6919.49,666.13
CST001148,HTL002,2025-10-01,Food & Beverage Supplies,13234.53,13767.82,533.29
CST001149,HTL002,2025-10-01,Marketing,4831.84,5500.44,668.6
CST001150,HTL002,2025-10-01,Property & Insurance,14525.38,13909.13,-616.26
CST001151,HTL002,2025-10-01,Technology & Systems,3488.39,3869.64,381.25
CST001152,HTL002,2025-10-01,Other Operating Costs,8717.36,9546.63,829.26
CST001153,HTL003,2025-10-01,Payroll & Agency Staff,35379.15,33878.29,-1500.86
CST001154,HTL003,2025-10-01,Utilities,6584.05,6874.74,290.69
CST001155,HTL003,2025-10-01,Housekeeping Supplies,4537.06,5044.92,507.86
CST001156,HTL003,2025-10-01,Maintenance & Repairs,5540.76,5513.63,-27.13
CST001157,HTL003,2025-10-01,Food & Beverage Supplies,11078.67,11651.99,573.32
CST001158,HTL003,2025-10-01,Marketing,3997.08,4430.76,433.68
CST001159,HTL003,2025-10-01,Property & Insurance,11900.02,12862.19,962.18
CST001160,HTL003,2025-10-01,Technology & Systems,2901.78,2889.16,-12.63
CST001161,HTL003,2025-10-01,Other Operating Costs,7646.14,7564.2,-81.93
CST001162,HTL004,2025-10-01,Payroll & Agency Staff,39657.26,38053.05,-1604.21
CST001163,HTL004,2025-10-01,Utilities,7671.34,7457.79,-213.55
CST001164,HTL004,2025-10-01,Housekeeping Supplies,5178.53,4852.74,-325.79
CST001165,HTL004,2025-10-01,Maintenance & Repairs,6074.9,5940.96,-133.94
CST001166,HTL004,2025-10-01,Food & Beverage Supplies,12554.44,13449.32,894.88
CST001167,HTL004,2025-10-01,Marketing,4689.06,5085.69,396.64
CST001168,HTL004,2025-10-01,Property & Insurance,14132.02,15707.6,1575.59
CST001169,HTL004,2025-10-01,Technology & Systems,3167.63,3483.27,315.64
CST001170,HTL004,2025-10-01,Other Operating Costs,8262.2,8093.64,-168.56
CST001171,HTL005,2025-10-01,Payroll & Agency Staff,28833.09,27895.21,-937.88
CST001172,HTL005,2025-10-01,Utilities,5658.51,5558.36,-100.15
CST001173,HTL005,2025-10-01,Housekeeping Supplies,3814.19,4186.98,372.79
CST001174,HTL005,2025-10-01,Maintenance & Repairs,4770.59,4545.1,-225.49
CST001175,HTL005,2025-10-01,Food & Beverage Supplies,8977.14,8885.23,-91.91
CST001176,HTL005,2025-10-01,Marketing,3563.98,4480.96,916.99
CST001177,HTL005,2025-10-01,Property & Insurance,10442.71,11160.91,718.2
CST001178,HTL005,2025-10-01,Technology & Systems,2404.33,2253.63,-150.71
CST001179,HTL005,2025-10-01,Other Operating Costs,6429.08,5996.37,-432.71
CST001180,HTL006,2025-10-01,Payroll & Agency Staff,28743.69,27824.35,-919.35
CST001181,HTL006,2025-10-01,Utilities,5825.32,6357.09,531.77
CST001182,HTL006,2025-10-01,Housekeeping Supplies,3975.6,3897.05,-78.55
CST001183,HTL006,2025-10-01,Maintenance & Repairs,4899.89,5288.23,388.34
CST001184,HTL006,2025-10-01,Food & Beverage Supplies,9659.56,9983.39,323.83
CST001185,HTL006,2025-10-01,Marketing,3640,4156.19,516.2
CST001186,HTL006,2025-10-01,Property & Insurance,10215.76,10650.31,434.55
CST001187,HTL006,2025-10-01,Technology & Systems,2591.27,2663.81,72.54
CST001188,HTL006,2025-10-01,Other Operating Costs,6705.59,6979.85,274.25
CST001189,HTL001,2025-11-01,Payroll & Agency Staff,57413,61793.72,4380.72
CST001190,HTL001,2025-11-01,Utilities,11240.04,12539.3,1299.26
CST001191,HTL001,2025-11-01,Housekeeping Supplies,7690.69,7864.85,174.17
CST001192,HTL001,2025-11-01,Maintenance & Repairs,9261.53,9999.05,737.53
CST001193,HTL001,2025-11-01,Food & Beverage Supplies,17580.12,17541.36,-38.76
CST001194,HTL001,2025-11-01,Marketing,6914.12,7855.82,941.7
CST001195,HTL001,2025-11-01,Property & Insurance,19707.13,18148.88,-1558.25
CST001196,HTL001,2025-11-01,Technology & Systems,4845.41,4697.58,-147.83
CST001197,HTL001,2025-11-01,Other Operating Costs,12879.8,11765.39,-1114.41
CST001198,HTL002,2025-11-01,Payroll & Agency Staff,38836.22,42670.05,3833.84
CST001199,HTL002,2025-11-01,Utilities,7163.88,6583.38,-580.51
CST001200,HTL002,2025-11-01,Housekeeping Supplies,5057.19,4762.42,-294.78
CST001201,HTL002,2025-11-01,Maintenance & Repairs,5871.41,6302.6,431.19
CST001202,HTL002,2025-11-01,Food & Beverage Supplies,11675.26,10708.14,-967.13
CST001203,HTL002,2025-11-01,Marketing,4511.37,5873.7,1362.33
CST001204,HTL002,2025-11-01,Property & Insurance,13496.04,12850.31,-645.73
CST001205,HTL002,2025-11-01,Technology & Systems,3235.92,3114.35,-121.57
CST001206,HTL002,2025-11-01,Other Operating Costs,8334.81,9236.7,901.89
CST001207,HTL003,2025-11-01,Payroll & Agency Staff,30549.73,28961.76,-1587.97
CST001208,HTL003,2025-11-01,Utilities,6301.54,6375.31,73.77
CST001209,HTL003,2025-11-01,Housekeeping Supplies,4328.67,4249.4,-79.28
CST001210,HTL003,2025-11-01,Maintenance & Repairs,5181.33,5172.22,-9.11
CST001211,HTL003,2025-11-01,Food & Beverage Supplies,10334.86,9775.4,-559.47
CST001212,HTL003,2025-11-01,Marketing,3605.1,4166.96,561.86
CST001213,HTL003,2025-11-01,Property & Insurance,11359.93,12046.15,686.22
CST001214,HTL003,2025-11-01,Technology & Systems,2703.48,2671.84,-31.65
CST001215,HTL003,2025-11-01,Other Operating Costs,7067.48,7239.61,172.13
CST001216,HTL004,2025-11-01,Payroll & Agency Staff,35725.4,34888.94,-836.46
CST001217,HTL004,2025-11-01,Utilities,6819.14,6738.66,-80.48
CST001218,HTL004,2025-11-01,Housekeeping Supplies,4760.2,4676.2,-83.99
CST001219,HTL004,2025-11-01,Maintenance & Repairs,5683.71,5653.94,-29.77
CST001220,HTL004,2025-11-01,Food & Beverage Supplies,11543.42,12130.22,586.79
CST001221,HTL004,2025-11-01,Marketing,4348.06,5650.91,1302.86
CST001222,HTL004,2025-11-01,Property & Insurance,13150.79,12231.53,-919.26
CST001223,HTL004,2025-11-01,Technology & Systems,3076.48,3076.45,-0.03
CST001224,HTL004,2025-11-01,Other Operating Costs,8095.81,7702.5,-393.31
CST001225,HTL005,2025-11-01,Payroll & Agency Staff,27134.61,27263.5,128.9
CST001226,HTL005,2025-11-01,Utilities,5258.28,5182.57,-75.71
CST001227,HTL005,2025-11-01,Housekeeping Supplies,3445.27,3805.95,360.67
CST001228,HTL005,2025-11-01,Maintenance & Repairs,4368.66,4818.48,449.83
CST001229,HTL005,2025-11-01,Food & Beverage Supplies,8241.67,8084,-157.67
CST001230,HTL005,2025-11-01,Marketing,3101.26,3683.17,581.92
CST001231,HTL005,2025-11-01,Property & Insurance,9658.88,10242.73,583.85
CST001232,HTL005,2025-11-01,Technology & Systems,2328.26,2144.29,-183.97
CST001233,HTL005,2025-11-01,Other Operating Costs,5993.09,6706.21,713.12
CST001234,HTL006,2025-11-01,Payroll & Agency Staff,28157.96,28362.35,204.39
CST001235,HTL006,2025-11-01,Utilities,5414.58,4962.04,-452.54
CST001236,HTL006,2025-11-01,Housekeeping Supplies,3619.38,3627.65,8.27
CST001237,HTL006,2025-11-01,Maintenance & Repairs,4223.86,4485.83,261.97
CST001238,HTL006,2025-11-01,Food & Beverage Supplies,8607.11,7892.76,-714.36
CST001239,HTL006,2025-11-01,Marketing,3222.86,4015.13,792.27
CST001240,HTL006,2025-11-01,Property & Insurance,10075.22,9312.01,-763.21
CST001241,HTL006,2025-11-01,Technology & Systems,2298.13,2388.62,90.49
CST001242,HTL006,2025-11-01,Other Operating Costs,6080.04,5639.31,-440.73
CST001243,HTL001,2025-12-01,Payroll & Agency Staff,70957.03,66672.23,-4284.8
CST001244,HTL001,2025-12-01,Utilities,13936.91,17747.94,3811.03
CST001245,HTL001,2025-12-01,Housekeeping Supplies,8920.2,8284.24,-635.96
CST001246,HTL001,2025-12-01,Maintenance & Repairs,11067.62,11278.09,210.47
CST001247,HTL001,2025-12-01,Food & Beverage Supplies,21431.53,22522.59,1091.06
CST001248,HTL001,2025-12-01,Marketing,7917.57,7696.63,-220.94
CST001249,HTL001,2025-12-01,Property & Insurance,25249.55,25865.45,615.89
CST001250,HTL001,2025-12-01,Technology & Systems,5737.04,5414.56,-322.48
CST001251,HTL001,2025-12-01,Other Operating Costs,14975.98,15345.27,369.29
CST001252,HTL002,2025-12-01,Payroll & Agency Staff,46669.85,42785.37,-3884.48
CST001253,HTL002,2025-12-01,Utilities,8910.85,10821.44,1910.59
CST001254,HTL002,2025-12-01,Housekeeping Supplies,5904.43,5644.49,-259.94
CST001255,HTL002,2025-12-01,Maintenance & Repairs,7185.04,7983.1,798.05
CST001256,HTL002,2025-12-01,Food & Beverage Supplies,14520.47,14858.3,337.83
CST001257,HTL002,2025-12-01,Marketing,5415.83,5601.91,186.08
CST001258,HTL002,2025-12-01,Property & Insurance,16733.96,17608.24,874.28
CST001259,HTL002,2025-12-01,Technology & Systems,3710.14,3992.42,282.28
CST001260,HTL002,2025-12-01,Other Operating Costs,9772.49,10414.78,642.28
CST001261,HTL003,2025-12-01,Payroll & Agency Staff,38749.3,40045.32,1296.01
CST001262,HTL003,2025-12-01,Utilities,7456.36,9286.43,1830.07
CST001263,HTL003,2025-12-01,Housekeeping Supplies,4992.5,5454.41,461.91
CST001264,HTL003,2025-12-01,Maintenance & Repairs,5976.51,6260.98,284.47
CST001265,HTL003,2025-12-01,Food & Beverage Supplies,12165.68,11271.31,-894.37
CST001266,HTL003,2025-12-01,Marketing,4465.39,4842.27,376.87
CST001267,HTL003,2025-12-01,Property & Insurance,14004.44,13211.35,-793.1
CST001268,HTL003,2025-12-01,Technology & Systems,3366.44,3692.36,325.91
CST001269,HTL003,2025-12-01,Other Operating Costs,8663.39,8741.08,77.69
CST001270,HTL004,2025-12-01,Payroll & Agency Staff,42059.37,41077.9,-981.47
CST001271,HTL004,2025-12-01,Utilities,8762.75,10107.72,1344.97
CST001272,HTL004,2025-12-01,Housekeeping Supplies,5885.55,6339.32,453.77
CST001273,HTL004,2025-12-01,Maintenance & Repairs,6831.57,7002.65,171.08
CST001274,HTL004,2025-12-01,Food & Beverage Supplies,13962.45,14085.44,123
CST001275,HTL004,2025-12-01,Marketing,5088.78,4955.08,-133.7
CST001276,HTL004,2025-12-01,Property & Insurance,15348.95,16946.23,1597.28
CST001277,HTL004,2025-12-01,Technology & Systems,3540.91,3815.45,274.54
CST001278,HTL004,2025-12-01,Other Operating Costs,9485.74,9494.51,8.77
CST001279,HTL005,2025-12-01,Payroll & Agency Staff,33281.07,32198.86,-1082.21
CST001280,HTL005,2025-12-01,Utilities,6293.89,6726.56,432.67
CST001281,HTL005,2025-12-01,Housekeeping Supplies,4233.52,4085.85,-147.67
CST001282,HTL005,2025-12-01,Maintenance & Repairs,5292.95,5722.25,429.29
CST001283,HTL005,2025-12-01,Food & Beverage Supplies,10629.43,10648.07,18.64
CST001284,HTL005,2025-12-01,Marketing,3841.96,3986.68,144.72
CST001285,HTL005,2025-12-01,Property & Insurance,11295.95,11141.43,-154.52
CST001286,HTL005,2025-12-01,Technology & Systems,2689.91,2871.67,181.76
CST001287,HTL005,2025-12-01,Other Operating Costs,6841.95,6658.7,-183.26
CST001288,HTL006,2025-12-01,Payroll & Agency Staff,32364.21,31549.42,-814.78
CST001289,HTL006,2025-12-01,Utilities,6451.13,7198.27,747.14
CST001290,HTL006,2025-12-01,Housekeeping Supplies,4237.83,4499.83,262
CST001291,HTL006,2025-12-01,Maintenance & Repairs,5186.24,5279.02,92.77
CST001292,HTL006,2025-12-01,Food & Beverage Supplies,10178.42,9667,-511.42
CST001293,HTL006,2025-12-01,Marketing,4047.17,3762.25,-284.92
CST001294,HTL006,2025-12-01,Property & Insurance,11509.33,12259.72,750.4
CST001295,HTL006,2025-12-01,Technology & Systems,2852.96,2790.06,-62.89
CST001296,HTL006,2025-12-01,Other Operating Costs,7561.76,7126.75,-435.01
CST001297,HTL001,2026-01-01,Payroll & Agency Staff,51748.17,55423.16,3674.99
CST001298,HTL001,2026-01-01,Utilities,10183.44,10954.31,770.87
CST001299,HTL001,2026-01-01,Housekeeping Supplies,7042,7564,522
CST001300,HTL001,2026-01-01,Maintenance & Repairs,7923.65,7937.75,14.11
CST001301,HTL001,2026-01-01,Food & Beverage Supplies,16535.92,17296.19,760.27
CST001302,HTL001,2026-01-01,Marketing,5958.55,6368.16,409.6
CST001303,HTL001,2026-01-01,Property & Insurance,18636.77,20744.9,2108.13
CST001304,HTL001,2026-01-01,Technology & Systems,4255.03,4561.75,306.73
CST001305,HTL001,2026-01-01,Other Operating Costs,11715.99,12958.14,1242.15
CST001306,HTL002,2026-01-01,Payroll & Agency Staff,33399.33,34831.34,1432.01
CST001307,HTL002,2026-01-01,Utilities,6478.53,6861.6,383.07
CST001308,HTL002,2026-01-01,Housekeeping Supplies,4308.57,4267.27,-41.3
CST001309,HTL002,2026-01-01,Maintenance & Repairs,5561.01,5618.11,57.1
CST001310,HTL002,2026-01-01,Food & Beverage Supplies,10766.47,11798.22,1031.75
CST001311,HTL002,2026-01-01,Marketing,4199.24,4477.82,278.59
CST001312,HTL002,2026-01-01,Property & Insurance,12141.02,11649.33,-491.69
CST001313,HTL002,2026-01-01,Technology & Systems,2972.64,2860.15,-112.49
CST001314,HTL002,2026-01-01,Other Operating Costs,7381.86,7427.32,45.46
CST001315,HTL003,2026-01-01,Payroll & Agency Staff,29105.05,32198.48,3093.42
CST001316,HTL003,2026-01-01,Utilities,5513.62,6092.62,579
CST001317,HTL003,2026-01-01,Housekeeping Supplies,3945.68,3804.09,-141.59
CST001318,HTL003,2026-01-01,Maintenance & Repairs,4593.28,6610.56,2017.28
CST001319,HTL003,2026-01-01,Food & Beverage Supplies,8786.07,9698.82,912.75
CST001320,HTL003,2026-01-01,Marketing,3520.17,3582.66,62.48
CST001321,HTL003,2026-01-01,Property & Insurance,10145.78,10459.38,313.6
CST001322,HTL003,2026-01-01,Technology & Systems,2349.29,2272.52,-76.77
CST001323,HTL003,2026-01-01,Other Operating Costs,6459.87,7025.71,565.84
CST001324,HTL004,2026-01-01,Payroll & Agency Staff,32357.04,35914.89,3557.85
CST001325,HTL004,2026-01-01,Utilities,6510.08,7068.58,558.5
CST001326,HTL004,2026-01-01,Housekeeping Supplies,4429.44,4273.41,-156.03
CST001327,HTL004,2026-01-01,Maintenance & Repairs,5329.66,5855.88,526.22
CST001328,HTL004,2026-01-01,Food & Beverage Supplies,10513.64,10157.29,-356.35
CST001329,HTL004,2026-01-01,Marketing,3826.5,4066.46,239.96
CST001330,HTL004,2026-01-01,Property & Insurance,11731.06,11804.82,73.76
CST001331,HTL004,2026-01-01,Technology & Systems,2701.52,2667.61,-33.91
CST001332,HTL004,2026-01-01,Other Operating Costs,6917.97,7334.38,416.42
CST001333,HTL005,2026-01-01,Payroll & Agency Staff,24115.25,22721.97,-1393.27
CST001334,HTL005,2026-01-01,Utilities,4651.37,5749.35,1097.98
CST001335,HTL005,2026-01-01,Housekeeping Supplies,3321.07,3363.76,42.69
CST001336,HTL005,2026-01-01,Maintenance & Repairs,3827.41,3873.69,46.28
CST001337,HTL005,2026-01-01,Food & Beverage Supplies,7414.22,7840.59,426.37
CST001338,HTL005,2026-01-01,Marketing,2948.56,3015.71,67.16
CST001339,HTL005,2026-01-01,Property & Insurance,8413.23,9007.72,594.49
CST001340,HTL005,2026-01-01,Technology & Systems,2079.72,1949.74,-129.99
CST001341,HTL005,2026-01-01,Other Operating Costs,5199.65,5786.36,586.7
CST001342,HTL006,2026-01-01,Payroll & Agency Staff,24165.9,25010.79,844.89
CST001343,HTL006,2026-01-01,Utilities,4895.23,6227.78,1332.54
CST001344,HTL006,2026-01-01,Housekeeping Supplies,3432.51,3618,185.49
CST001345,HTL006,2026-01-01,Maintenance & Repairs,4030.58,3875.21,-155.36
CST001346,HTL006,2026-01-01,Food & Beverage Supplies,8189.71,7822.93,-366.79
CST001347,HTL006,2026-01-01,Marketing,2909.01,2726.31,-182.7
CST001348,HTL006,2026-01-01,Property & Insurance,9066.22,9711.23,645.01
CST001349,HTL006,2026-01-01,Technology & Systems,2169.1,2182.08,12.98
CST001350,HTL006,2026-01-01,Other Operating Costs,5561.75,5176.53,-385.21
CST001351,HTL001,2026-02-01,Payroll & Agency Staff,55383.67,54007.33,-1376.34
CST001352,HTL001,2026-02-01,Utilities,10402.85,13027.27,2624.41
CST001353,HTL001,2026-02-01,Housekeeping Supplies,7021.3,6431.87,-589.43
CST001354,HTL001,2026-02-01,Maintenance & Repairs,8677.96,8516.77,-161.19
CST001355,HTL001,2026-02-01,Food & Beverage Supplies,16652.35,17271.73,619.38
CST001356,HTL001,2026-02-01,Marketing,6135.46,6534.42,398.96
CST001357,HTL001,2026-02-01,Property & Insurance,19458.14,17902.24,-1555.9
CST001358,HTL001,2026-02-01,Technology & Systems,4515.71,4289.79,-225.92
CST001359,HTL001,2026-02-01,Other Operating Costs,11492.65,10873.58,-619.06
CST001360,HTL002,2026-02-01,Payroll & Agency Staff,35914.06,34195.09,-1718.97
CST001361,HTL002,2026-02-01,Utilities,6927.61,7469.42,541.81
CST001362,HTL002,2026-02-01,Housekeeping Supplies,4595.23,4702.44,107.22
CST001363,HTL002,2026-02-01,Maintenance & Repairs,5587.26,5314.71,-272.55
CST001364,HTL002,2026-02-01,Food & Beverage Supplies,10998.51,10215.91,-782.59
CST001365,HTL002,2026-02-01,Marketing,4063.13,4014.93,-48.2
CST001366,HTL002,2026-02-01,Property & Insurance,12515.92,12189.44,-326.48
CST001367,HTL002,2026-02-01,Technology & Systems,3008.1,3082.52,74.42
CST001368,HTL002,2026-02-01,Other Operating Costs,7949.65,8790.79,841.14
CST001369,HTL003,2026-02-01,Payroll & Agency Staff,29513.52,27162.37,-2351.15
CST001370,HTL003,2026-02-01,Utilities,6066.86,7105.86,1039.01
CST001371,HTL003,2026-02-01,Housekeeping Supplies,3978.48,4275.33,296.85
CST001372,HTL003,2026-02-01,Maintenance & Repairs,4710.41,4563.41,-147
CST001373,HTL003,2026-02-01,Food & Beverage Supplies,9665.12,10647.05,981.93
CST001374,HTL003,2026-02-01,Marketing,3418.7,3537.36,118.66
