PaymentID,BookingID,PaymentDate,PaymentMethod,AmountGBP,PaymentStatus,ProcessingFeeGBP,Currency,PaymentSource
PAY0003575,BKG003582,2026-07-06,Visa,72.79,Captured,0.87,GBP,Payment Gateway
PAY0003576,BKG003582,2026-07-10,Mastercard,218.36,Captured,3.06,GBP,Payment Gateway
PAY0003577,BKG003583,2024-01-05,Apple Pay,266.08,Captured,4.26,GBP,Payment Gateway
PAY0003578,BKG003584,2026-06-28,Mastercard,131.59,Captured,2.11,GBP,Payment Gateway
PAY0003579,BKG003585,2025-11-08,Mastercard,481.59,Captured,8.67,GBP,Payment Gateway
PAY0003580,BKG003586,2025-06-15,Apple Pay,159.68,Captured,2.55,GBP,Payment Gateway
PAY0003581,BKG003586,2025-06-15,Visa,479.03,Captured,5.75,GBP,Payment Gateway
PAY0003582,BKG003587,2024-05-18,Apple Pay,70.28,Captured,1.12,GBP,Payment Gateway
PAY0003583,BKG003587,2024-06-16,Mastercard,210.85,Captured,2.95,GBP,Payment Gateway
PAY0003584,BKG003588,2026-07-05,Mastercard,2259.95,Captured,40.68,GBP,Payment Gateway
PAY0003585,BKG003589,2026-08-07,Bank Transfer,815.4,Captured,0,GBP,Payment Gateway
PAY0003586,BKG003590,2025-07-25,Mastercard,375.01,Captured,6.75,GBP,Payment Gateway
PAY0003587,BKG003591,2024-10-09,Mastercard,173.99,Captured,2.09,GBP,Payment Gateway
PAY0003588,BKG003593,2025-08-01,Visa,142.28,Captured,2.56,GBP,Payment Gateway
PAY0003589,BKG003594,2024-05-02,Mastercard,658.62,Captured,10.54,GBP,Payment Gateway
PAY0003590,BKG003596,2024-07-14,Cash,2277.36,Captured,0,GBP,Front Desk/PMS
PAY0003591,BKG003597,2026-07-12,Mastercard,46.3,Captured,0.56,GBP,Payment Gateway
PAY0003592,BKG003597,2026-07-27,Visa,138.91,Captured,1.67,GBP,Payment Gateway
PAY0003593,BKG003598,2025-10-20,Cash,250.16,Captured,0,GBP,Front Desk/PMS
PAY0003594,BKG003599,2025-10-05,Visa,665.3,Captured,9.31,GBP,Payment Gateway
PAY0003595,BKG003600,2024-09-14,Visa,880.8,Captured,12.33,GBP,Payment Gateway
PAY0003596,BKG003602,2025-10-14,Visa,79.61,Captured,0.96,GBP,Payment Gateway
PAY0003597,BKG003602,2025-11-13,Cash,238.84,Captured,0,GBP,Front Desk/PMS
PAY0003598,BKG003603,2024-07-25,Mastercard,127.92,Captured,2.05,GBP,Payment Gateway
PAY0003599,BKG003604,2025-06-02,Visa,296.08,Captured,4.74,GBP,Payment Gateway
PAY0003600,BKG003605,2026-04-18,American Express,125.03,Captured,1.5,GBP,Payment Gateway
PAY0003601,BKG003606,2025-01-24,Cash,244.17,Captured,0,GBP,Front Desk/PMS
PAY0003602,BKG003606,2025-02-03,Visa,732.52,Captured,10.26,GBP,Payment Gateway
PAY0003603,BKG003607,2026-03-17,Visa,91.11,Captured,1.46,GBP,Payment Gateway
PAY0003604,BKG003607,2026-04-14,Bank Transfer,273.34,Captured,0,GBP,Payment Gateway
PAY0003605,BKG003608,2026-03-20,Mastercard,219.49,Captured,2.63,GBP,Payment Gateway
PAY0003606,BKG003609,2024-06-14,Mastercard,224.54,Captured,2.69,GBP,Payment Gateway
PAY0003607,BKG003610,2025-06-14,American Express,2240.06,Captured,26.88,GBP,Payment Gateway
PAY0003608,BKG003611,2024-06-15,American Express,45.01,Captured,0.63,GBP,Payment Gateway
PAY0003609,BKG003611,2024-07-07,Mastercard,135.03,Captured,2.16,GBP,Payment Gateway
PAY0003610,BKG003612,2025-01-21,Bank Transfer,80.95,Captured,0,GBP,Payment Gateway
PAY0003611,BKG003613,2024-02-10,Mastercard,115.89,Captured,1.62,GBP,Payment Gateway
PAY0003612,BKG003614,2025-08-22,American Express,508.64,Captured,7.12,GBP,Payment Gateway
PAY0003613,BKG003615,2024-08-05,Apple Pay,1203.01,Captured,16.84,GBP,Payment Gateway
PAY0003614,BKG003616,2025-08-04,Mastercard,655.89,Captured,11.81,GBP,Payment Gateway
PAY0003615,BKG003617,2025-09-13,Bank Transfer,390.86,Captured,0,GBP,Payment Gateway
PAY0003616,BKG003618,2025-12-16,Visa,394.88,Captured,4.74,GBP,Payment Gateway
PAY0003617,BKG003619,2024-08-26,Mastercard,409.53,Captured,5.73,GBP,Payment Gateway
PAY0003618,BKG003620,2025-09-05,Mastercard,333.1,Captured,5.33,GBP,Payment Gateway
PAY0003619,BKG003622,2024-06-15,American Express,89.03,Captured,1.25,GBP,Payment Gateway
PAY0003620,BKG003622,2024-06-27,Visa,267.11,Captured,3.74,GBP,Payment Gateway
PAY0003621,BKG003623,2025-03-31,Mastercard,448.68,Captured,6.28,GBP,Payment Gateway
PAY0003622,BKG003624,2024-05-12,Visa,1902.65,Captured,34.25,GBP,Payment Gateway
PAY0003623,BKG003625,2025-12-09,Mastercard,113.71,Captured,1.82,GBP,Payment Gateway
PAY0003624,BKG003626,2024-09-06,Cash,605.9,Captured,0,GBP,Front Desk/PMS
PAY0003625,BKG003627,2024-06-02,Visa,129.61,Captured,2.07,GBP,Payment Gateway
PAY0003626,BKG003628,2025-08-31,Mastercard,512.67,Captured,6.15,GBP,Payment Gateway
PAY0003627,BKG003629,2024-06-18,Visa,86.56,Captured,1.04,GBP,Payment Gateway
PAY0003628,BKG003629,2024-06-18,Google Pay,259.68,Captured,3.12,GBP,Payment Gateway
PAY0003629,BKG003630,2026-01-03,Mastercard,721.72,Captured,8.66,GBP,Payment Gateway
PAY0003630,BKG003631,2024-06-29,Visa,376.67,Captured,6.03,GBP,Payment Gateway
PAY0003631,BKG003632,2025-08-19,American Express,564.35,Captured,7.9,GBP,Payment Gateway
PAY0003632,BKG003633,2024-07-31,Bank Transfer,51.23,Captured,0,GBP,Payment Gateway
PAY0003633,BKG003633,2024-08-02,Google Pay,153.68,Captured,2.15,GBP,Payment Gateway
PAY0003634,BKG003635,2025-05-12,Visa,494.34,Captured,8.9,GBP,Payment Gateway
PAY0003635,BKG003636,2025-03-09,Mastercard,607.99,Captured,7.3,GBP,Payment Gateway
PAY0003636,BKG003637,2024-05-27,Visa,267.66,Captured,3.75,GBP,Payment Gateway
PAY0003637,BKG003638,2024-05-08,Visa,914.25,Captured,16.46,GBP,Payment Gateway
PAY0003638,BKG003639,2025-04-16,Visa,708.85,Captured,8.51,GBP,Payment Gateway
PAY0003639,BKG003640,2024-11-02,Apple Pay,1531.66,Captured,21.44,GBP,Payment Gateway
PAY0003640,BKG003641,2025-07-05,Mastercard,197.11,Captured,3.55,GBP,Payment Gateway
PAY0003641,BKG003644,2024-05-05,Mastercard,106.8,Captured,1.92,GBP,Payment Gateway
PAY0003642,BKG003645,2026-07-25,Visa,211.12,Captured,2.96,GBP,Payment Gateway
PAY0003643,BKG003646,2026-08-18,Visa,110.32,Captured,1.77,GBP,Payment Gateway
PAY0003644,BKG003647,2024-06-13,Visa,602.22,Captured,8.43,GBP,Payment Gateway
PAY0003645,BKG003649,2024-02-04,Mastercard,697.73,Captured,11.16,GBP,Payment Gateway
PAY0003646,BKG003650,2024-08-21,Mastercard,490.02,Captured,7.84,GBP,Payment Gateway
PAY0003647,BKG003651,2024-06-15,Mastercard,157.74,Captured,1.89,GBP,Payment Gateway
PAY0003648,BKG003652,2024-08-10,Cash,200.83,Captured,0,GBP,Front Desk/PMS
PAY0003649,BKG003653,2026-06-13,Visa,299.16,Captured,3.59,GBP,Payment Gateway
PAY0003650,BKG003654,2025-08-14,Visa,177.62,Captured,2.13,GBP,Payment Gateway
PAY0003651,BKG003656,2024-03-04,Visa,718.36,Captured,12.93,GBP,Payment Gateway
PAY0003652,BKG003657,2024-01-03,Visa,139.23,Captured,2.51,GBP,Payment Gateway
PAY0003653,BKG003658,2026-04-29,Visa,310.37,Captured,4.35,GBP,Payment Gateway
PAY0003654,BKG003659,2024-06-08,Visa,111.95,Captured,1.34,GBP,Payment Gateway
PAY0003655,BKG003660,2025-09-28,Mastercard,144.19,Captured,2.02,GBP,Payment Gateway
PAY0003656,BKG003661,2025-08-24,Visa,1477.8,Captured,17.73,GBP,Payment Gateway
PAY0003657,BKG003663,2024-02-04,Apple Pay,274.64,Captured,4.94,GBP,Payment Gateway
PAY0003658,BKG003664,2024-01-11,Mastercard,933.81,Captured,13.07,GBP,Payment Gateway
PAY0003659,BKG003665,2025-04-24,Google Pay,103.23,Captured,1.24,GBP,Payment Gateway
PAY0003660,BKG003666,2024-01-19,Google Pay,703.75,Captured,12.67,GBP,Payment Gateway
PAY0003661,BKG003667,2024-02-12,American Express,365.66,Captured,4.39,GBP,Payment Gateway
PAY0003662,BKG003668,2024-03-14,American Express,77.1,Captured,1.08,GBP,Payment Gateway
PAY0003663,BKG003668,2024-03-17,Visa,231.3,Captured,2.78,GBP,Payment Gateway
PAY0003664,BKG003669,2026-06-30,Bank Transfer,276.85,Captured,0,GBP,Payment Gateway
PAY0003665,BKG003670,2026-03-21,American Express,121.01,Captured,1.69,GBP,Payment Gateway
PAY0003666,BKG003671,2026-07-21,Mastercard,167.12,Captured,2.01,GBP,Payment Gateway
PAY0003667,BKG003672,2024-12-08,Mastercard,758.02,Captured,12.13,GBP,Payment Gateway
PAY0003668,BKG003673,2025-09-20,Mastercard,74.83,Captured,0.9,GBP,Payment Gateway
PAY0003669,BKG003673,2025-10-31,American Express,224.5,Captured,3.59,GBP,Payment Gateway
PAY0003670,BKG003674,2026-06-30,Visa,548.39,Captured,8.77,GBP,Payment Gateway
PAY0003671,BKG003675,2025-06-18,Mastercard,302.99,Captured,5.45,GBP,Payment Gateway
PAY0003672,BKG003676,2024-05-21,Cash,334.62,Captured,0,GBP,Front Desk/PMS
PAY0003673,BKG003677,2025-10-07,Visa,269.71,Captured,3.78,GBP,Payment Gateway
PAY0003674,BKG003677,2025-10-25,Mastercard,809.12,Captured,12.95,GBP,Payment Gateway
PAY0003675,BKG003678,2026-06-04,Visa,483.86,Captured,6.77,GBP,Payment Gateway
PAY0003676,BKG003679,2026-05-10,Visa,863.81,Captured,15.55,GBP,Payment Gateway
PAY0003677,BKG003681,2026-06-22,Apple Pay,160.25,Captured,2.88,GBP,Payment Gateway
PAY0003678,BKG003682,2024-07-08,Visa,959.84,Captured,17.28,GBP,Payment Gateway
PAY0003679,BKG003683,2026-05-25,Mastercard,681.99,Captured,8.18,GBP,Payment Gateway
PAY0003680,BKG003685,2024-07-29,Visa,393.98,Captured,4.73,GBP,Payment Gateway
PAY0003681,BKG003686,2026-07-02,Bank Transfer,1261.23,Captured,0,GBP,Payment Gateway
PAY0003682,BKG003688,2026-02-22,Mastercard,151.81,Captured,1.82,GBP,Payment Gateway
PAY0003683,BKG003689,2024-01-07,Mastercard,251.74,Captured,4.03,GBP,Payment Gateway
PAY0003684,BKG003690,2025-01-28,Mastercard,643,Captured,10.29,GBP,Payment Gateway
PAY0003685,BKG003692,2026-04-18,Google Pay,121.56,Captured,1.46,GBP,Payment Gateway
PAY0003686,BKG003693,2024-06-02,Mastercard,1894.57,Captured,34.1,GBP,Payment Gateway
PAY0003687,BKG003694,2026-05-25,Visa,279.28,Captured,5.03,GBP,Payment Gateway
PAY0003688,BKG003695,2024-06-24,Apple Pay,443.89,Captured,6.21,GBP,Payment Gateway
PAY0003689,BKG003696,2025-07-18,Visa,230.38,Captured,3.23,GBP,Payment Gateway
PAY0003690,BKG003697,2024-09-08,Mastercard,2133.65,Captured,38.41,GBP,Payment Gateway
PAY0003691,BKG003698,2024-03-24,Visa,124.95,Captured,2.25,GBP,Payment Gateway
PAY0003692,BKG003699,2025-04-22,Mastercard,429.5,Captured,6.87,GBP,Payment Gateway
PAY0003693,BKG003700,2026-06-22,Mastercard,376.01,Captured,5.26,GBP,Payment Gateway
PAY0003694,BKG003701,2026-05-14,Mastercard,1055.66,Captured,16.89,GBP,Payment Gateway
PAY0003695,BKG003702,2025-01-24,Cash,46.14,Captured,0,GBP,Front Desk/PMS
PAY0003696,BKG003702,2025-04-09,Mastercard,138.43,Captured,2.49,GBP,Payment Gateway
PAY0003697,BKG003703,2025-08-03,Visa,51.03,Captured,0.71,GBP,Payment Gateway
PAY0003698,BKG003703,2025-08-29,American Express,153.08,Captured,2.14,GBP,Payment Gateway
PAY0003699,BKG003704,2024-08-15,Mastercard,60.65,Captured,1.09,GBP,Payment Gateway
PAY0003700,BKG003704,2024-08-15,Mastercard,181.94,Captured,3.27,GBP,Payment Gateway
PAY0003701,BKG003707,2024-09-09,Google Pay,944.99,Captured,15.12,GBP,Payment Gateway
PAY0003702,BKG003708,2024-01-23,Mastercard,614.67,Captured,9.83,GBP,Payment Gateway
PAY0003703,BKG003709,2024-03-14,Google Pay,954.24,Captured,13.36,GBP,Payment Gateway
PAY0003704,BKG003710,2024-02-07,Mastercard,282.12,Captured,3.95,GBP,Payment Gateway
PAY0003705,BKG003711,2024-02-29,Visa,182.3,Captured,2.55,GBP,Payment Gateway
PAY0003706,BKG003712,2024-12-12,Visa,373.61,Captured,5.23,GBP,Payment Gateway
PAY0003707,BKG003713,2024-09-11,Mastercard,251.54,Captured,4.53,GBP,Payment Gateway
PAY0003708,BKG003714,2026-08-07,Visa,263.29,Captured,3.69,GBP,Payment Gateway
PAY0003709,BKG003715,2024-04-12,Mastercard,1230.03,Captured,22.14,GBP,Payment Gateway
PAY0003710,BKG003716,2024-07-04,Mastercard,99.83,Captured,1.4,GBP,Payment Gateway
PAY0003711,BKG003717,2026-03-16,Apple Pay,111.28,Captured,1.78,GBP,Payment Gateway
PAY0003712,BKG003719,2025-12-18,Visa,463.47,Captured,7.42,GBP,Payment Gateway
PAY0003713,BKG003719,2026-01-03,Apple Pay,1390.4,Captured,16.68,GBP,Payment Gateway
PAY0003714,BKG003720,2025-06-21,Mastercard,695.59,Captured,11.13,GBP,Payment Gateway
PAY0003715,BKG003721,2026-02-12,Bank Transfer,169,Captured,0,GBP,Payment Gateway
PAY0003716,BKG003722,2024-08-18,Mastercard,291.73,Captured,5.25,GBP,Payment Gateway
PAY0003717,BKG003723,2024-01-07,Apple Pay,111.95,Captured,1.34,GBP,Payment Gateway
PAY0003718,BKG003723,2024-01-27,Visa,335.87,Captured,5.37,GBP,Payment Gateway
PAY0003719,BKG003724,2024-10-02,Mastercard,163.18,Captured,2.61,GBP,Payment Gateway
PAY0003720,BKG003725,2024-03-31,Mastercard,375.45,Captured,4.51,GBP,Payment Gateway
PAY0003721,BKG003726,2025-11-04,Visa,262.91,Captured,4.73,GBP,Payment Gateway
PAY0003722,BKG003727,2024-08-16,Visa,1383.47,Captured,19.37,GBP,Payment Gateway
PAY0003723,BKG003728,2026-01-12,Visa,46.95,Captured,0.85,GBP,Payment Gateway
PAY0003724,BKG003728,2026-01-19,Visa,140.84,Captured,1.69,GBP,Payment Gateway
PAY0003725,BKG003729,2025-05-21,Mastercard,407.8,Captured,6.52,GBP,Payment Gateway
PAY0003726,BKG003729,2025-05-29,Apple Pay,1223.38,Captured,19.57,GBP,Payment Gateway
PAY0003727,BKG003730,2026-02-17,Mastercard,308.04,Captured,4.93,GBP,Payment Gateway
PAY0003728,BKG003731,2025-06-20,Visa,149.37,Captured,1.79,GBP,Payment Gateway
PAY0003729,BKG003732,2025-08-29,American Express,176.12,Captured,2.11,GBP,Payment Gateway
PAY0003730,BKG003733,2026-01-26,Visa,622.1,Captured,11.2,GBP,Payment Gateway
PAY0003731,BKG003734,2025-09-25,Mastercard,378.38,Captured,6.05,GBP,Payment Gateway
PAY0003732,BKG003735,2025-11-20,Visa,155.89,Captured,2.18,GBP,Payment Gateway
PAY0003733,BKG003735,2025-12-26,Apple Pay,467.68,Captured,6.55,GBP,Payment Gateway
PAY0003734,BKG003736,2024-09-29,Cash,168.06,Captured,0,GBP,Front Desk/PMS
PAY0003735,BKG003737,2024-08-07,Mastercard,475.4,Captured,5.7,GBP,Payment Gateway
PAY0003736,BKG003738,2025-04-10,Visa,145.76,Captured,2.33,GBP,Payment Gateway
PAY0003737,BKG003739,2025-01-24,Mastercard,1147.8,Captured,20.66,GBP,Payment Gateway
PAY0003738,BKG003740,2025-05-23,Cash,473.4,Captured,0,GBP,Front Desk/PMS
PAY0003739,BKG003741,2026-08-11,Mastercard,147.37,Captured,1.77,GBP,Payment Gateway
PAY0003740,BKG003742,2026-01-23,Bank Transfer,634.32,Captured,0,GBP,Payment Gateway
PAY0003741,BKG003743,2024-12-30,Visa,279.28,Captured,4.47,GBP,Payment Gateway
PAY0003742,BKG003744,2026-08-06,Mastercard,519.4,Captured,8.31,GBP,Payment Gateway
PAY0003743,BKG003745,2024-05-30,Visa,231.12,Captured,2.77,GBP,Payment Gateway
PAY0003744,BKG003745,2024-06-10,Visa,693.37,Captured,9.71,GBP,Payment Gateway
PAY0003745,BKG003746,2025-08-24,Cash,522.51,Captured,0,GBP,Front Desk/PMS
PAY0003746,BKG003747,2026-02-12,Visa,158.41,Captured,2.22,GBP,Payment Gateway
PAY0003747,BKG003749,2025-12-27,Cash,136.32,Captured,0,GBP,Front Desk/PMS
PAY0003748,BKG003749,2026-01-05,Mastercard,408.97,Captured,5.73,GBP,Payment Gateway
PAY0003749,BKG003750,2026-05-16,Mastercard,249.51,Captured,4.49,GBP,Payment Gateway
PAY0003750,BKG003751,2024-10-18,Mastercard,322.45,Captured,4.51,GBP,Payment Gateway
PAY0003751,BKG003752,2024-01-19,Cash,114.34,Captured,0,GBP,Front Desk/PMS
PAY0003752,BKG003753,2024-08-01,Mastercard,642.6,Captured,9,GBP,Payment Gateway
PAY0003753,BKG003754,2025-05-10,Mastercard,188.6,Captured,2.26,GBP,Payment Gateway
PAY0003754,BKG003755,2025-03-05,Visa,501.12,Captured,7.02,GBP,Payment Gateway
PAY0003755,BKG003756,2025-10-31,Apple Pay,76.03,Captured,1.06,GBP,Payment Gateway
PAY0003756,BKG003756,2025-12-11,Bank Transfer,228.08,Captured,0,GBP,Payment Gateway
PAY0003757,BKG003757,2026-06-18,American Express,125.9,Captured,2.27,GBP,Payment Gateway
PAY0003758,BKG003760,2024-12-22,Visa,870.35,Captured,12.18,GBP,Payment Gateway
PAY0003759,BKG003761,2024-07-11,Visa,144.7,Captured,1.74,GBP,Payment Gateway
PAY0003760,BKG003761,2024-07-26,Mastercard,434.1,Captured,5.21,GBP,Payment Gateway
PAY0003761,BKG003762,2024-12-16,American Express,298.18,Captured,4.77,GBP,Payment Gateway
PAY0003762,BKG003763,2025-07-09,American Express,112.75,Captured,1.35,GBP,Payment Gateway
PAY0003763,BKG003764,2024-04-14,Visa,610.65,Captured,9.77,GBP,Payment Gateway
PAY0003764,BKG003765,2024-12-06,Mastercard,289.27,Captured,3.47,GBP,Payment Gateway
PAY0003765,BKG003766,2025-09-22,Bank Transfer,2730.92,Captured,0,GBP,Payment Gateway
PAY0003766,BKG003767,2025-05-01,Bank Transfer,195.37,Captured,0,GBP,Payment Gateway
PAY0003767,BKG003768,2025-10-23,Visa,821.88,Captured,9.86,GBP,Payment Gateway
PAY0003768,BKG003772,2025-10-05,Mastercard,182.32,Captured,2.92,GBP,Payment Gateway
PAY0003769,BKG003773,2024-06-20,Mastercard,440.98,Captured,7.94,GBP,Payment Gateway
PAY0003770,BKG003774,2025-03-13,Visa,396.88,Captured,4.76,GBP,Payment Gateway
PAY0003771,BKG003775,2024-05-05,Cash,65.61,Captured,0,GBP,Front Desk/PMS
PAY0003772,BKG003775,2024-06-06,American Express,196.81,Captured,3.15,GBP,Payment Gateway
PAY0003773,BKG003776,2025-05-20,Mastercard,360.09,Captured,5.76,GBP,Payment Gateway
PAY0003774,BKG003776,2025-06-24,Visa,1080.27,Captured,15.12,GBP,Payment Gateway
PAY0003775,BKG003777,2024-06-03,Bank Transfer,197.03,Captured,0,GBP,Payment Gateway
PAY0003776,BKG003778,2024-12-03,Visa,964.17,Captured,15.43,GBP,Payment Gateway
PAY0003777,BKG003779,2024-04-23,Visa,726.84,Captured,10.18,GBP,Payment Gateway
PAY0003778,BKG003780,2026-01-04,Apple Pay,911.33,Captured,14.58,GBP,Payment Gateway
PAY0003779,BKG003781,2025-06-14,Google Pay,695.04,Captured,12.51,GBP,Payment Gateway
PAY0003780,BKG003782,2026-08-07,Mastercard,392.65,Captured,4.71,GBP,Payment Gateway
PAY0003781,BKG003783,2024-10-23,Bank Transfer,611.42,Captured,0,GBP,Payment Gateway
PAY0003782,BKG003784,2025-03-26,Visa,108.42,Captured,1.95,GBP,Payment Gateway
PAY0003783,BKG003784,2025-04-07,Mastercard,325.25,Captured,3.9,GBP,Payment Gateway
PAY0003784,BKG003785,2026-08-28,Google Pay,252.03,Captured,3.53,GBP,Payment Gateway
PAY0003785,BKG003786,2024-08-09,Google Pay,702.99,Captured,11.25,GBP,Payment Gateway
PAY0003786,BKG003787,2025-10-17,Visa,131.03,Captured,1.57,GBP,Payment Gateway
PAY0003787,BKG003788,2026-02-26,Visa,121.6,Captured,2.19,GBP,Payment Gateway
PAY0003788,BKG003789,2024-05-08,Visa,335.4,Captured,6.04,GBP,Payment Gateway
PAY0003789,BKG003790,2024-06-22,American Express,193.64,Captured,2.71,GBP,Payment Gateway
PAY0003790,BKG003791,2025-04-27,Apple Pay,864.6,Captured,13.83,GBP,Payment Gateway
PAY0003791,BKG003792,2025-07-22,Bank Transfer,570.9,Captured,0,GBP,Payment Gateway
PAY0003792,BKG003794,2025-11-22,Visa,971.65,Captured,15.55,GBP,Payment Gateway
PAY0003793,BKG003795,2026-05-29,Apple Pay,187.91,Captured,2.25,GBP,Payment Gateway
PAY0003794,BKG003798,2025-11-18,Apple Pay,435.99,Captured,6.1,GBP,Payment Gateway
PAY0003795,BKG003799,2026-08-11,Mastercard,1314.77,Captured,21.04,GBP,Payment Gateway
PAY0003796,BKG003800,2025-12-29,Mastercard,1034.78,Captured,16.56,GBP,Payment Gateway
PAY0003797,BKG003801,2024-10-20,Mastercard,201.11,Captured,3.62,GBP,Payment Gateway
PAY0003798,BKG003803,2024-06-09,Bank Transfer,259.23,Captured,0,GBP,Payment Gateway
PAY0003799,BKG003804,2024-02-14,Apple Pay,175.38,Captured,2.46,GBP,Payment Gateway
PAY0003800,BKG003805,2026-08-27,Apple Pay,1072.8,Captured,12.87,GBP,Payment Gateway
PAY0003801,BKG003807,2024-02-18,Mastercard,190.26,Captured,2.66,GBP,Payment Gateway
PAY0003802,BKG003808,2025-05-28,Visa,349.08,Captured,4.89,GBP,Payment Gateway
PAY0003803,BKG003810,2026-08-18,Google Pay,610.29,Captured,7.32,GBP,Payment Gateway
PAY0003804,BKG003811,2026-07-28,Visa,168.66,Captured,2.02,GBP,Payment Gateway
PAY0003805,BKG003811,2026-07-31,Cash,505.98,Captured,0,GBP,Front Desk/PMS
PAY0003806,BKG003812,2026-03-27,Apple Pay,165.45,Captured,2.32,GBP,Payment Gateway
PAY0003807,BKG003813,2025-10-21,Apple Pay,78.28,Captured,1.41,GBP,Payment Gateway
PAY0003808,BKG003813,2025-10-25,Mastercard,234.83,Captured,3.29,GBP,Payment Gateway
PAY0003809,BKG003814,2025-08-19,Mastercard,445.71,Captured,6.24,GBP,Payment Gateway
PAY0003810,BKG003815,2025-06-18,Apple Pay,782.07,Captured,9.38,GBP,Payment Gateway
PAY0003811,BKG003816,2025-11-17,Visa,505.39,Captured,6.06,GBP,Payment Gateway
PAY0003812,BKG003817,2024-05-18,Apple Pay,120.7,Captured,1.93,GBP,Payment Gateway
PAY0003813,BKG003820,2024-04-05,Mastercard,409.74,Captured,6.56,GBP,Payment Gateway
PAY0003814,BKG003821,2024-04-09,American Express,120.28,Captured,1.68,GBP,Payment Gateway
PAY0003815,BKG003822,2025-09-24,Bank Transfer,144.75,Captured,0,GBP,Payment Gateway
PAY0003816,BKG003823,2023-12-13,Mastercard,49.12,Captured,0.88,GBP,Payment Gateway
PAY0003817,BKG003823,2023-12-31,Mastercard,147.37,Captured,2.65,GBP,Payment Gateway
PAY0003818,BKG003824,2024-07-12,Bank Transfer,208.33,Captured,0,GBP,Payment Gateway
PAY0003819,BKG003825,2025-07-22,Mastercard,1429.01,Captured,22.86,GBP,Payment Gateway
PAY0003820,BKG003826,2025-02-22,American Express,65.58,Captured,1.05,GBP,Payment Gateway
PAY0003821,BKG003826,2025-03-14,Visa,196.75,Captured,2.75,GBP,Payment Gateway
PAY0003822,BKG003827,2025-05-17,Visa,171.32,Captured,2.74,GBP,Payment Gateway
PAY0003823,BKG003828,2025-12-09,American Express,650.24,Captured,10.4,GBP,Payment Gateway
PAY0003824,BKG003829,2024-10-26,Visa,293.53,Captured,4.11,GBP,Payment Gateway
PAY0003825,BKG003830,2024-02-13,Google Pay,513.1,Captured,8.21,GBP,Payment Gateway
PAY0003826,BKG003831,2025-07-29,American Express,172.75,Captured,2.76,GBP,Payment Gateway
PAY0003827,BKG003832,2024-04-23,Visa,383.3,Captured,6.9,GBP,Payment Gateway
PAY0003828,BKG003833,2025-03-31,Mastercard,506.52,Captured,9.12,GBP,Payment Gateway
PAY0003829,BKG003834,2024-08-24,Mastercard,274.93,Captured,4.95,GBP,Payment Gateway
PAY0003830,BKG003835,2026-05-23,Visa,824.35,Captured,11.54,GBP,Payment Gateway
PAY0003831,BKG003836,2026-08-25,Visa,1367.41,Captured,19.14,GBP,Payment Gateway
PAY0003832,BKG003837,2024-06-03,Apple Pay,113.6,Captured,1.59,GBP,Payment Gateway
PAY0003833,BKG003838,2026-04-25,Visa,120.57,Captured,1.93,GBP,Payment Gateway
PAY0003834,BKG003838,2026-05-19,Mastercard,361.71,Captured,5.79,GBP,Payment Gateway
PAY0003835,BKG003839,2026-08-12,Visa,46.54,Captured,0.84,GBP,Payment Gateway
PAY0003836,BKG003839,2026-08-16,Visa,139.61,Captured,2.23,GBP,Payment Gateway
PAY0003837,BKG003840,2026-07-23,Visa,181.73,Captured,3.27,GBP,Payment Gateway
PAY0003838,BKG003841,2025-08-18,Mastercard,259.78,Captured,4.16,GBP,Payment Gateway
PAY0003839,BKG003842,2026-04-15,Visa,319.65,Captured,4.48,GBP,Payment Gateway
PAY0003840,BKG003843,2025-04-21,Mastercard,172.86,Captured,2.42,GBP,Payment Gateway
PAY0003841,BKG003845,2025-06-17,Visa,110.13,Captured,1.98,GBP,Payment Gateway
PAY0003842,BKG003846,2024-05-09,Apple Pay,456.32,Captured,8.21,GBP,Payment Gateway
PAY0003843,BKG003847,2024-07-24,American Express,236.89,Captured,3.79,GBP,Payment Gateway
PAY0003844,BKG003847,2024-08-17,Visa,710.67,Captured,12.79,GBP,Payment Gateway
PAY0003845,BKG003849,2025-12-10,Bank Transfer,533.18,Captured,0,GBP,Payment Gateway
PAY0003846,BKG003851,2024-07-10,Visa,1032.52,Captured,14.46,GBP,Payment Gateway
PAY0003847,BKG003852,2026-04-21,Apple Pay,137.07,Captured,2.47,GBP,Payment Gateway
PAY0003848,BKG003853,2025-04-26,Mastercard,311.82,Captured,4.37,GBP,Payment Gateway
PAY0003849,BKG003854,2025-11-28,Mastercard,816.12,Captured,11.43,GBP,Payment Gateway
PAY0003850,BKG003855,2025-07-14,Mastercard,120.7,Captured,1.93,GBP,Payment Gateway
PAY0003851,BKG003857,2025-05-07,Visa,824.16,Captured,9.89,GBP,Payment Gateway
PAY0003852,BKG003858,2025-09-18,Visa,237.04,Captured,4.27,GBP,Payment Gateway
PAY0003853,BKG003859,2025-06-21,Mastercard,135.93,Captured,2.45,GBP,Payment Gateway
PAY0003854,BKG003860,2024-09-13,Apple Pay,559.66,Captured,8.95,GBP,Payment Gateway
PAY0003855,BKG003861,2024-06-03,Bank Transfer,1366.77,Captured,0,GBP,Payment Gateway
PAY0003856,BKG003862,2024-07-06,Bank Transfer,136.63,Captured,0,GBP,Payment Gateway
