ReviewID,BookingID,HotelID,GuestID,ReviewDate,ReviewSource,OverallScore,CleanlinessScore,ServiceScore,LocationScore,ValueScore,ReviewTitle,ManagementResponseSent
REV000663,BKG002432,HTL001,GST00687,2024-10-30,Post-stay Survey,4.7,4.7,5,4.4,5,Would stay again,No
REV000664,BKG002438,HTL002,GST00531,2025-07-25,Google,3.8,3.8,3.2,4.6,3.5,Mostly positive,Yes
REV000665,BKG002451,HTL005,GST00246,2025-08-28,Tripadvisor,4.6,4.6,4.3,4.7,4.6,Very comfortable,Yes
REV000666,BKG002452,HTL004,GST01557,2024-02-16,Expedia,4.7,4.7,5,4.9,5,Would stay again,Yes
REV000667,BKG002453,HTL003,GST00261,2024-08-03,Post-stay Survey,4.8,4.3,4.8,4.7,4.3,Excellent location,Yes
REV000668,BKG002462,HTL002,GST00278,2025-03-16,Expedia,3.7,3.7,3.6,3.6,2.8,Solid city break,Yes
REV000669,BKG002465,HTL002,GST01183,2026-05-06,Post-stay Survey,4.6,4.7,4.9,4.8,3.6,Clean and convenient,Yes
REV000670,BKG002466,HTL001,GST00177,2026-08-10,Google,4.2,4.4,4.7,4.5,4.2,Good business stay,No
REV000671,BKG002470,HTL006,GST01074,2026-02-17,Expedia,4.2,4.1,4.7,4.3,3.6,Excellent location,Yes
REV000672,BKG002475,HTL004,GST01661,2025-04-08,Tripadvisor,3.3,3.7,3.5,3.1,3.4,Good overall,Yes
REV000673,BKG002476,HTL006,GST01094,2026-08-19,Post-stay Survey,4.2,4.3,4,4.4,3.8,Lovely weekend,No
REV000674,BKG002481,HTL004,GST00776,2025-09-08,Google,4.3,4.4,3.9,4.4,4.4,Excellent location,Yes
REV000675,BKG002483,HTL005,GST01820,2024-11-08,Tripadvisor,3.2,3,3.5,2.8,3,Fine for a short stay,No
REV000676,BKG002504,HTL006,GST01105,2026-07-24,Booking.com,5,5,5,4.1,4.4,Excellent location,Yes
REV000677,BKG002513,HTL004,GST00001,2024-09-11,Booking.com,3.7,3.4,4,3.3,3.6,Comfortable stay,Yes
REV000678,BKG002515,HTL002,GST00008,2026-05-08,Tripadvisor,4.5,4.7,4.2,4.7,4.2,Clean and convenient,Yes
REV000679,BKG002516,HTL001,GST02076,2025-12-29,Expedia,3.6,3.1,3.4,3.6,3.4,Convenient hotel,Yes
REV000680,BKG002527,HTL001,GST01578,2025-08-03,Tripadvisor,4.9,5,4.9,4.9,4.8,Clean and convenient,Yes
REV000681,BKG002530,HTL006,GST00571,2024-01-15,Expedia,3.9,4.1,3.3,4,3.7,Good overall,Yes
REV000682,BKG002532,HTL001,GST01515,2025-08-06,Tripadvisor,4.8,4.7,5,4.9,4.7,Clean and convenient,Yes
REV000683,BKG002534,HTL001,GST01942,2026-06-09,Booking.com,4.8,5,4.8,4.4,4.6,Lovely weekend,Yes
REV000684,BKG002538,HTL002,GST01608,2025-07-09,Booking.com,4.1,4.2,4.2,4.1,3.8,Fine for a short stay,Yes
REV000685,BKG002539,HTL003,GST00567,2024-01-15,Tripadvisor,4.9,5,5,4.8,4.9,Clean and convenient,Yes
REV000686,BKG002544,HTL005,GST00024,2024-02-02,Google,4.5,5,4.4,4.8,4.3,Clean and convenient,No
REV000687,BKG002545,HTL003,GST00026,2025-07-07,Expedia,3.5,3.8,3,4,3.9,Convenient hotel,Yes
REV000688,BKG002554,HTL005,GST00006,2026-07-10,Google,4,3.8,3.9,3.9,3.8,Comfortable stay,Yes
REV000689,BKG002555,HTL006,GST00517,2024-07-24,Google,4.9,4.6,4.8,4.7,3.7,Good business stay,No
REV000690,BKG002560,HTL002,GST00071,2026-04-09,Post-stay Survey,2.9,3.4,2.7,3.4,3,Mixed experience,No
REV000691,BKG002563,HTL002,GST00111,2025-02-26,Booking.com,4.7,4.5,4.7,4.7,4.7,Excellent location,Yes
REV000692,BKG002565,HTL004,GST00342,2026-08-27,Booking.com,5,5,4.7,5,4.3,Lovely weekend,No
REV000693,BKG002574,HTL002,GST00343,2026-04-16,Expedia,3.7,3.9,3.2,3.5,3.4,Fine for a short stay,Yes
REV000694,BKG002576,HTL001,GST01481,2025-06-17,Expedia,5,5,4.7,4.3,4.6,Good business stay,Yes
REV000695,BKG002581,HTL005,GST01297,2026-06-26,Booking.com,3.5,3.5,3.7,3.5,3.7,Solid city break,Yes
REV000696,BKG002585,HTL004,GST01088,2024-07-01,Tripadvisor,4.3,4.1,3.6,4.4,3.4,Lovely weekend,Yes
REV000697,BKG002589,HTL003,GST00106,2025-01-06,Booking.com,2.9,2.5,3.4,3.1,2.2,Disappointing stay,Yes
REV000698,BKG002590,HTL004,GST00166,2024-07-15,Tripadvisor,4.8,5,5,5,4.2,Would stay again,Yes
REV000699,BKG002592,HTL003,GST01061,2026-04-26,Google,3.2,3.3,3.4,2.9,3.5,Good overall,Yes
REV000700,BKG002596,HTL001,GST00195,2024-10-12,Tripadvisor,5,5,5,4.2,5,Great stay,Yes
REV000701,BKG002606,HTL005,GST01593,2024-05-02,Tripadvisor,4,3.9,4.1,4,3.1,Comfortable stay,No
REV000702,BKG002608,HTL002,GST00284,2024-06-10,Post-stay Survey,5,4.8,5,5,4.5,Good business stay,Yes
REV000703,BKG002609,HTL001,GST00701,2024-11-16,Tripadvisor,4.9,5,5,5,4.6,Great stay,Yes
REV000704,BKG002614,HTL004,GST00212,2026-06-24,Tripadvisor,4.3,4.2,4.9,4.6,4.2,Great stay,Yes
REV000705,BKG002618,HTL004,GST00001,2024-09-19,Google,4,3.7,4.1,3.3,4.3,Fine for a short stay,Yes
REV000706,BKG002619,HTL002,GST00402,2025-12-19,Expedia,5,5,5,4.6,5,Lovely weekend,Yes
REV000707,BKG002623,HTL002,GST01769,2024-10-01,Post-stay Survey,3.2,3.4,3.1,3.2,3.1,Mostly positive,Yes
REV000708,BKG002625,HTL004,GST00031,2025-02-19,Booking.com,4.8,5,4.2,5,3.9,Great stay,Yes
REV000709,BKG002628,HTL005,GST00156,2024-01-16,Expedia,4.9,4.9,4.5,4.8,4.5,Good business stay,No
REV000710,BKG002629,HTL006,GST00461,2025-01-11,Tripadvisor,4.7,5,4.4,4.3,5,Very comfortable,Yes
REV000711,BKG002637,HTL003,GST00272,2024-06-01,Expedia,4.9,5,5,5,4.8,Excellent location,Yes
REV000712,BKG002641,HTL005,GST00300,2025-09-20,Booking.com,4.7,4.9,4.9,4.4,4.4,Great stay,Yes
REV000713,BKG002643,HTL005,GST01271,2024-11-02,Post-stay Survey,4.3,4.4,4.3,4.1,3.7,Clean and convenient,Yes
REV000714,BKG002646,HTL002,GST01134,2026-01-28,Booking.com,3.1,3.5,3.5,3.4,2.7,Not as expected,No
REV000715,BKG002654,HTL006,GST01035,2024-08-10,Post-stay Survey,3.3,3.5,2.7,3.5,3.1,Comfortable stay,Yes
REV000716,BKG002658,HTL003,GST01447,2026-08-08,Booking.com,3.4,3.8,3.7,3.1,3.6,Solid city break,Yes
REV000717,BKG002666,HTL006,GST01028,2024-03-28,Post-stay Survey,4.6,4,4.5,5,4.4,Would stay again,Yes
REV000718,BKG002667,HTL001,GST00877,2026-05-30,Post-stay Survey,5,5,5,4.8,5,Excellent location,Yes
REV000719,BKG002672,HTL004,GST01234,2026-02-28,Google,4.1,3.9,4.2,4.9,4.1,Fine for a short stay,Yes
REV000720,BKG002673,HTL004,GST00468,2024-08-18,Post-stay Survey,3.9,3.9,3.8,4.3,3.4,Comfortable stay,Yes
REV000721,BKG002674,HTL004,GST00898,2024-09-01,Google,5,5,4.9,4.8,5,Would stay again,Yes
REV000722,BKG002675,HTL002,GST00119,2024-07-08,Expedia,3.6,4.2,3.1,4.3,3.6,Mostly positive,Yes
REV000723,BKG002677,HTL001,GST01006,2025-04-09,Post-stay Survey,4.7,4.9,4.5,4.6,4.7,Would stay again,No
REV000724,BKG002679,HTL003,GST00085,2026-07-08,Expedia,4.3,4.8,4.6,3.9,4.6,Clean and convenient,Yes
REV000725,BKG002681,HTL002,GST00090,2026-08-24,Booking.com,5,5,5,4.7,4.8,Good business stay,Yes
REV000726,BKG002684,HTL001,GST00006,2024-11-24,Tripadvisor,4.4,3.8,3.7,4.7,3.9,Good business stay,Yes
REV000727,BKG002692,HTL003,GST00851,2026-05-16,Booking.com,3.5,3.3,3.6,3.1,2.9,Convenient hotel,Yes
REV000728,BKG002693,HTL005,GST00768,2025-06-05,Booking.com,3.4,3.7,2.6,3.8,4.1,Mostly positive,Yes
REV000729,BKG002699,HTL003,GST00834,2026-01-28,Post-stay Survey,3.6,3.6,3.2,3.6,3.3,Solid city break,Yes
REV000730,BKG002721,HTL006,GST00074,2025-01-22,Google,4.4,4.4,5,4.4,3.8,Great stay,Yes
REV000731,BKG002722,HTL003,GST01665,2024-03-31,Expedia,5,5,5,5,4.1,Clean and convenient,Yes
REV000732,BKG002723,HTL003,GST00560,2026-07-20,Google,5,4.5,5,4.4,4.9,Good business stay,Yes
REV000733,BKG002724,HTL005,GST00403,2024-06-23,Tripadvisor,3.7,3.9,4.1,4.6,3.2,Mostly positive,Yes
REV000734,BKG002731,HTL002,GST00999,2024-11-29,Post-stay Survey,4.3,4.9,3.2,4.2,5,Clean and convenient,Yes
REV000735,BKG002733,HTL004,GST01375,2025-11-27,Google,4.1,3.8,4.2,4.8,3.8,Comfortable stay,Yes
REV000736,BKG002741,HTL005,GST00768,2025-03-14,Expedia,3.5,2.8,3.2,3.5,3.1,Mostly positive,Yes
REV000737,BKG002743,HTL003,GST01734,2026-06-07,Google,3.7,4.3,4.7,3.5,2.6,Mostly positive,No
REV000738,BKG002744,HTL001,GST01854,2026-08-02,Booking.com,4.4,4,4.2,5,4.5,Excellent location,Yes
REV000739,BKG002747,HTL006,GST00185,2024-12-30,Google,3.6,3.5,3.5,3.7,2.7,Good overall,Yes
REV000740,BKG002749,HTL001,GST01104,2024-07-06,Booking.com,5,5,5,5,5,Very comfortable,Yes
REV000741,BKG002758,HTL004,GST00992,2026-08-26,Google,3.9,4.1,3.7,4.4,3.7,Fine for a short stay,Yes
REV000742,BKG002760,HTL004,GST01708,2024-05-16,Expedia,4,4.4,3.5,3.8,3.9,Comfortable stay,Yes
REV000743,BKG002762,HTL006,GST01190,2026-05-10,Booking.com,4.4,4.2,4.4,4.4,4.3,Good business stay,Yes
REV000744,BKG002767,HTL002,GST01714,2025-09-29,Expedia,3.3,2.8,3.2,3.8,1.8,Mostly positive,Yes
REV000745,BKG002777,HTL002,GST00795,2025-11-01,Tripadvisor,4.5,4.4,3.7,4.5,4.6,Would stay again,Yes
REV000746,BKG002782,HTL001,GST01053,2024-04-30,Tripadvisor,3.7,3.8,3.7,4.4,3.9,Convenient hotel,Yes
REV000747,BKG002783,HTL002,GST01612,2026-03-06,Booking.com,3.7,4.1,4.1,4.1,3.9,Convenient hotel,Yes
REV000748,BKG002786,HTL002,GST01127,2024-06-11,Post-stay Survey,5,4.7,5,4.8,4.9,Excellent location,Yes
REV000749,BKG002793,HTL006,GST01850,2026-07-06,Booking.com,4.4,5,4.7,4.4,4.9,Would stay again,Yes
REV000750,BKG002795,HTL001,GST00087,2026-01-03,Expedia,5,5,4.8,4.4,4.6,Friendly team,Yes
REV000751,BKG002796,HTL001,GST00055,2025-01-28,Booking.com,4.3,4.3,4.3,4.2,4.2,Excellent location,Yes
REV000752,BKG002798,HTL004,GST00623,2025-08-21,Booking.com,5,4.8,5,4.7,4.8,Excellent location,No
REV000753,BKG002801,HTL002,GST01684,2026-02-21,Booking.com,3.7,4.2,3.6,3.9,3.5,Comfortable stay,No
REV000754,BKG002806,HTL003,GST01375,2026-02-11,Google,4,4.4,4.2,4.2,4,Comfortable stay,Yes
REV000755,BKG002810,HTL002,GST01794,2024-08-07,Tripadvisor,3.6,2.8,3.1,3.8,4.2,Comfortable stay,No
REV000756,BKG002812,HTL005,GST00045,2026-05-14,Google,4.3,3.8,4,4.6,4.2,Great stay,Yes
REV000757,BKG002815,HTL006,GST01397,2024-07-08,Google,3.6,3.4,3.9,4,3.9,Convenient hotel,No
REV000758,BKG002822,HTL006,GST01278,2025-10-01,Tripadvisor,3.7,4,3.2,4.2,3.5,Mostly positive,Yes
REV000759,BKG002825,HTL004,GST02021,2025-07-23,Booking.com,4.3,4.5,3.8,4.4,4.9,Clean and convenient,Yes
REV000760,BKG002827,HTL002,GST01598,2026-08-27,Post-stay Survey,3.8,4.4,4.1,4.1,4,Comfortable stay,Yes
REV000761,BKG002829,HTL001,GST00209,2026-04-05,Google,4.2,4.4,3.8,4.3,4,Good business stay,Yes
REV000762,BKG002832,HTL002,GST00834,2025-01-14,Expedia,4.4,4.9,3.4,4.6,4.1,Friendly team,Yes
REV000763,BKG002835,HTL001,GST00798,2026-04-20,Google,5,5,5,4.6,4.4,Would stay again,No
REV000764,BKG002864,HTL003,GST00255,2026-06-13,Google,3.6,3.6,2.9,4.1,4.3,Good overall,Yes
REV000765,BKG002868,HTL002,GST00001,2024-08-26,Booking.com,3.7,3.3,4.2,4.2,3.5,Convenient hotel,Yes
REV000766,BKG002872,HTL005,GST01060,2024-12-16,Booking.com,4.3,4.5,4.4,4.1,4.6,Lovely weekend,Yes
REV000767,BKG002876,HTL006,GST01123,2026-04-28,Post-stay Survey,4.2,4.7,4.1,4,3.6,Excellent location,No
REV000768,BKG002884,HTL006,GST00387,2024-11-14,Google,3.9,4.9,4.2,4.1,3.7,Solid city break,Yes
REV000769,BKG002890,HTL006,GST01219,2024-01-28,Expedia,3.6,3.7,3.9,3.4,3.8,Fine for a short stay,No
REV000770,BKG002891,HTL005,GST01417,2025-09-12,Post-stay Survey,3.4,3.6,3.7,4.2,3.2,Mostly positive,Yes
REV000771,BKG002896,HTL006,GST01297,2024-03-26,Expedia,3.3,3.3,3.5,3,3.5,Comfortable stay,No
REV000772,BKG002897,HTL005,GST00246,2026-07-30,Booking.com,3.3,3.9,3.4,3.5,3.5,Convenient hotel,No
REV000773,BKG002902,HTL001,GST02109,2026-07-24,Tripadvisor,4.1,4.3,4.5,4.8,4.6,Fine for a short stay,Yes
REV000774,BKG002916,HTL003,GST00092,2024-06-21,Tripadvisor,3.3,3,3.7,3.8,3.1,Good overall,Yes
REV000775,BKG002919,HTL005,GST02237,2025-12-31,Post-stay Survey,3.6,3.5,3.6,4.1,3.9,Good overall,Yes
REV000776,BKG002925,HTL005,GST01947,2026-01-06,Tripadvisor,3.8,3.5,3.9,4.1,4.6,Solid city break,No
REV000777,BKG002927,HTL004,GST00362,2025-01-28,Tripadvisor,4.2,4,3.7,4.1,4.5,Would stay again,No
REV000778,BKG002929,HTL006,GST01596,2025-08-11,Post-stay Survey,4,3.7,4.7,3.9,3,Comfortable stay,Yes
REV000779,BKG002933,HTL006,GST00647,2024-03-23,Expedia,3.9,3.4,4.2,3.9,4,Convenient hotel,Yes
REV000780,BKG002935,HTL002,GST00275,2026-04-28,Booking.com,5,4.6,4.4,4,4.1,Good business stay,Yes
REV000781,BKG002943,HTL006,GST00644,2024-09-14,Tripadvisor,4.3,4.7,3.7,4.4,4.4,Lovely weekend,Yes
REV000782,BKG002955,HTL004,GST01210,2024-07-13,Post-stay Survey,4.7,5,5,4.5,4.5,Good business stay,Yes
REV000783,BKG002958,HTL001,GST01388,2025-09-27,Tripadvisor,4.9,4.5,4.4,5,4.5,Would stay again,No
REV000784,BKG002962,HTL005,GST01331,2026-08-19,Booking.com,4.1,3.5,4.5,4.8,3.7,Good overall,Yes
REV000785,BKG002963,HTL003,GST00001,2025-01-02,Booking.com,3.8,4.6,4.3,3.9,3.4,Mostly positive,Yes
REV000786,BKG002969,HTL006,GST00286,2024-10-06,Google,4.5,4.7,4.4,5,4,Friendly team,Yes
REV000787,BKG002970,HTL004,GST00372,2025-08-05,Tripadvisor,3.4,3.7,3.5,3.7,2.6,Good overall,Yes
REV000788,BKG002974,HTL004,GST00066,2024-12-11,Post-stay Survey,4.8,4.7,4.6,4.9,4.2,Clean and convenient,Yes
REV000789,BKG002976,HTL001,GST02018,2024-06-04,Expedia,3.5,3.4,2.8,3.3,3.1,Good overall,Yes
REV000790,BKG002978,HTL001,GST01022,2026-07-28,Post-stay Survey,4.1,4.1,4.4,4.2,4,Comfortable stay,Yes
REV000791,BKG002981,HTL005,GST01508,2025-03-16,Google,4.1,3.8,3.6,3.9,4.1,Fine for a short stay,Yes
REV000792,BKG002984,HTL003,GST01035,2024-03-22,Booking.com,3.8,4.4,3.7,4.4,4,Convenient hotel,Yes
REV000793,BKG002985,HTL004,GST01215,2024-11-03,Booking.com,3.9,4,3.8,4.8,3.9,Comfortable stay,Yes
REV000794,BKG002986,HTL001,GST00740,2026-04-12,Tripadvisor,4.4,4.8,4.3,4.5,4.2,Clean and convenient,Yes
REV000795,BKG002988,HTL002,GST00570,2026-03-17,Google,4.8,4.4,4.2,4.6,4.9,Excellent location,Yes
REV000796,BKG002991,HTL001,GST00392,2024-10-03,Google,3.9,3.9,3.5,3.2,3.8,Convenient hotel,Yes
REV000797,BKG002992,HTL004,GST00452,2026-02-20,Expedia,4.2,3.8,4.5,3.5,4.4,Would stay again,No
REV000798,BKG002994,HTL003,GST01928,2025-03-16,Tripadvisor,3.6,3.6,3.6,3.3,4.1,Mostly positive,Yes
REV000799,BKG002995,HTL004,GST01794,2025-11-20,Tripadvisor,4.2,4.2,4.7,4.4,4.7,Very comfortable,Yes
REV000800,BKG002997,HTL004,GST01595,2025-01-29,Google,4.2,4.6,4.2,4.4,3.9,Lovely weekend,Yes
REV000801,BKG002998,HTL003,GST01122,2026-03-08,Google,3.7,3.7,3.9,4.1,3.9,Comfortable stay,Yes
REV000802,BKG003003,HTL005,GST01829,2024-06-25,Tripadvisor,4.8,4.8,4.1,4.7,4.9,Lovely weekend,Yes
REV000803,BKG003005,HTL006,GST00024,2026-08-20,Google,3.6,3.9,3.7,4.2,3.3,Fine for a short stay,Yes
REV000804,BKG003010,HTL006,GST01704,2024-01-28,Google,4.1,3.9,4.4,3.9,3.8,Convenient hotel,No
REV000805,BKG003013,HTL005,GST01278,2025-06-27,Expedia,4.3,3.6,4.3,4.4,4.4,Good business stay,Yes
REV000806,BKG003017,HTL002,GST01108,2024-03-30,Expedia,3.5,3.7,3.3,3.3,4.1,Mostly positive,Yes
REV000807,BKG003018,HTL003,GST01574,2026-05-14,Google,4.2,4.3,4.4,4.3,4.6,Lovely weekend,Yes
REV000808,BKG003027,HTL002,GST01118,2024-06-23,Tripadvisor,4.6,4.1,5,5,4.8,Excellent location,Yes
REV000809,BKG003030,HTL006,GST00995,2025-10-29,Expedia,4.5,4.3,4.7,4.4,5,Great stay,No
REV000810,BKG003032,HTL003,GST00214,2024-10-20,Google,3.6,3.8,4.4,3.8,3.3,Mostly positive,No
REV000811,BKG003033,HTL002,GST00371,2025-12-08,Post-stay Survey,4.2,4,3.9,4.1,4.7,Clean and convenient,Yes
REV000812,BKG003034,HTL004,GST01221,2024-07-25,Google,5,4.9,4.6,4.2,5,Would stay again,Yes
REV000813,BKG003038,HTL001,GST00012,2025-04-01,Expedia,5,5,4.8,4.5,4.4,Good business stay,Yes
REV000814,BKG003041,HTL004,GST01350,2024-09-10,Booking.com,4.8,5,5,4.2,4.6,Friendly team,Yes
REV000815,BKG003043,HTL002,GST00727,2026-01-09,Expedia,3.9,3.7,3.6,4.1,3.8,Convenient hotel,Yes
REV000816,BKG003047,HTL001,GST00669,2024-09-09,Post-stay Survey,3.9,3.5,3.1,4.1,3.5,Mostly positive,Yes
REV000817,BKG003052,HTL001,GST01013,2025-12-17,Tripadvisor,4.5,4.5,4.9,4.6,5,Lovely weekend,Yes
REV000818,BKG003059,HTL004,GST00615,2026-08-10,Expedia,4.9,5,5,4.7,4.8,Friendly team,Yes
REV000819,BKG003061,HTL001,GST01126,2026-07-26,Google,4.6,4.3,4.8,4.9,4.5,Friendly team,Yes
REV000820,BKG003065,HTL001,GST01666,2025-07-22,Post-stay Survey,5,5,5,5,4.5,Would stay again,No
REV000821,BKG003067,HTL003,GST00662,2024-02-24,Post-stay Survey,3.4,3.5,3.4,3.2,3,Solid city break,Yes
REV000822,BKG003072,HTL003,GST00761,2024-08-20,Tripadvisor,5,4.6,4.9,4.6,4.5,Excellent location,No
REV000823,BKG003078,HTL001,GST02210,2025-12-11,Expedia,5,3.9,4.8,4.8,4.1,Great stay,Yes
REV000824,BKG003080,HTL004,GST00293,2025-06-28,Google,4.2,3.8,4.6,4.3,3.5,Excellent location,Yes
REV000825,BKG003085,HTL004,GST00067,2025-06-20,Google,5,5,5,4,4.9,Very comfortable,Yes
REV000826,BKG003092,HTL001,GST01316,2025-03-13,Tripadvisor,3.9,4.2,2.8,4.1,4,Convenient hotel,Yes
REV000827,BKG003093,HTL001,GST01875,2025-12-25,Booking.com,5,5,5,4.4,4.8,Excellent location,Yes
REV000828,BKG003094,HTL001,GST01553,2026-08-25,Booking.com,3,3.1,3.9,3.7,3.2,Disappointing stay,Yes
REV000829,BKG003102,HTL006,GST00137,2026-06-23,Expedia,4.3,3.8,3.9,4.7,4.1,Friendly team,Yes
REV000830,BKG003107,HTL001,GST00379,2026-02-08,Google,3.9,4.3,4,3.7,3.9,Good overall,Yes
REV000831,BKG003108,HTL002,GST01068,2025-04-22,Post-stay Survey,5,5,5,4.5,4.3,Lovely weekend,Yes
REV000832,BKG003109,HTL001,GST00465,2024-12-19,Tripadvisor,4.7,4.6,4.8,4.6,4.3,Excellent location,Yes
REV000833,BKG003110,HTL001,GST02155,2026-07-21,Booking.com,4.3,4.4,4.5,4.4,4.2,Would stay again,Yes
REV000834,BKG003112,HTL001,GST00120,2024-12-19,Tripadvisor,4.1,4.8,4.8,4.6,4.2,Convenient hotel,Yes
REV000835,BKG003114,HTL002,GST01191,2025-06-12,Tripadvisor,4.2,3.7,3.6,4.2,3.3,Very comfortable,Yes
REV000836,BKG003118,HTL002,GST00118,2024-08-05,Tripadvisor,4.5,4.1,4.6,4.6,4.6,Very comfortable,Yes
REV000837,BKG003122,HTL006,GST00854,2025-05-13,Google,3.7,4.4,3.9,3.7,3.6,Comfortable stay,No
REV000838,BKG003123,HTL002,GST01080,2024-05-22,Expedia,4.2,4.7,3.8,4.8,4.2,Very comfortable,Yes
REV000839,BKG003128,HTL002,GST00383,2024-08-28,Post-stay Survey,4,4.9,3.6,4.5,3.4,Convenient hotel,Yes
REV000840,BKG003132,HTL005,GST00157,2026-02-22,Post-stay Survey,3.9,3.8,4.1,4.2,3.9,Fine for a short stay,Yes
REV000841,BKG003134,HTL004,GST01374,2024-09-29,Booking.com,4,4.2,3.3,3.9,4.3,Comfortable stay,No
REV000842,BKG003135,HTL004,GST00737,2024-07-06,Tripadvisor,3.6,3.8,3.8,3.4,2.6,Mostly positive,Yes
REV000843,BKG003139,HTL002,GST00788,2026-09-14,Post-stay Survey,5,4.2,4.3,3.9,4.8,Friendly team,Yes
REV000844,BKG003141,HTL002,GST00001,2025-08-15,Google,3.6,3.6,3,3.6,3.5,Mostly positive,Yes
REV000845,BKG003143,HTL003,GST01385,2026-01-04,Post-stay Survey,4.4,4.4,4.7,5,4.1,Great stay,Yes
REV000846,BKG003145,HTL001,GST01652,2025-03-31,Booking.com,3.9,3.8,4.2,4.3,4.3,Mostly positive,Yes
REV000847,BKG003148,HTL005,GST00223,2024-09-10,Tripadvisor,3.7,4.6,3.3,3.6,3.8,Fine for a short stay,Yes
REV000848,BKG003149,HTL006,GST01406,2025-07-23,Expedia,4.4,4.6,3.4,4.6,3.8,Would stay again,Yes
REV000849,BKG003154,HTL001,GST01604,2025-01-06,Tripadvisor,4.3,4.3,4.8,4.3,3.9,Clean and convenient,No
REV000850,BKG003162,HTL002,GST01164,2025-11-14,Tripadvisor,3.1,3.2,3.1,3.3,3.4,Needs improvement,Yes
REV000851,BKG003165,HTL002,GST00650,2026-04-19,Tripadvisor,4.1,3.5,4.9,4.5,3.6,Convenient hotel,Yes
REV000852,BKG003168,HTL005,GST00510,2025-01-19,Post-stay Survey,3.7,4.4,4.3,4.1,3.4,Fine for a short stay,Yes
REV000853,BKG003171,HTL005,GST01647,2025-12-13,Booking.com,3.7,3.8,3.9,4,3.9,Comfortable stay,Yes
REV000854,BKG003175,HTL002,GST00427,2025-06-28,Post-stay Survey,4.1,3.6,3.8,3.6,4.1,Fine for a short stay,Yes
REV000855,BKG003176,HTL002,GST00039,2024-12-15,Tripadvisor,4.6,4.6,3.8,4.7,3.9,Lovely weekend,No
REV000856,BKG003180,HTL006,GST00853,2025-05-17,Google,4.7,4.9,4.6,5,4.5,Would stay again,Yes
REV000857,BKG003181,HTL006,GST00012,2025-08-13,Booking.com,4.1,4.3,4.1,4,3.5,Fine for a short stay,Yes
REV000858,BKG003183,HTL005,GST00020,2024-12-30,Tripadvisor,3,3.2,2.7,3.4,2.8,Disappointing stay,Yes
REV000859,BKG003184,HTL001,GST01251,2026-09-02,Post-stay Survey,4.3,4,4.5,4.6,4.5,Good business stay,Yes
REV000860,BKG003194,HTL005,GST00373,2026-08-01,Post-stay Survey,4.5,4.9,5,4.5,5,Very comfortable,Yes
REV000861,BKG003198,HTL002,GST00331,2026-04-12,Tripadvisor,3.4,3.5,4.2,3.6,3.7,Mostly positive,No
REV000862,BKG003199,HTL003,GST00005,2025-05-15,Expedia,4.1,4.2,4.3,4.2,3.8,Fine for a short stay,Yes
REV000863,BKG003205,HTL002,GST00528,2026-04-03,Post-stay Survey,3.4,3,4,4.1,3.6,Convenient hotel,Yes
REV000864,BKG003212,HTL004,GST00067,2025-08-25,Booking.com,4.8,4.9,4.8,4.9,5,Would stay again,Yes
REV000865,BKG003213,HTL002,GST00812,2024-04-01,Booking.com,3.7,3.7,4.2,3.9,3.9,Good overall,Yes
REV000866,BKG003229,HTL003,GST01260,2024-09-02,Post-stay Survey,3.5,3.8,3.8,3.3,2.9,Convenient hotel,Yes
REV000867,BKG003231,HTL001,GST00577,2025-10-22,Expedia,3.5,3.5,3.8,3.2,3.2,Mostly positive,Yes
REV000868,BKG003235,HTL004,GST00852,2025-12-20,Tripadvisor,4.4,4.7,4.5,4.4,4.5,Good business stay,No
REV000869,BKG003237,HTL004,GST00423,2024-03-21,Google,4.8,4.6,4.3,4.6,4.9,Great stay,Yes
REV000870,BKG003244,HTL001,GST00331,2026-01-09,Google,3.8,4.2,3.8,4.3,3.7,Mostly positive,Yes
REV000871,BKG003251,HTL001,GST02137,2024-12-13,Expedia,5,5,4.5,4.7,4.1,Clean and convenient,Yes
REV000872,BKG003254,HTL006,GST00172,2025-08-04,Post-stay Survey,4.2,3.7,4.2,4,4,Would stay again,No
REV000873,BKG003255,HTL002,GST00733,2026-07-29,Tripadvisor,3.8,4,3.3,4.4,4.1,Convenient hotel,Yes
REV000874,BKG003261,HTL001,GST00820,2026-03-11,Tripadvisor,4.5,4.5,4.9,4.4,3.9,Would stay again,Yes
REV000875,BKG003262,HTL002,GST01239,2026-09-01,Google,3.9,3,4.1,4,3,Fine for a short stay,Yes
REV000876,BKG003266,HTL001,GST00545,2025-11-02,Expedia,5,5,4.8,4.8,5,Excellent location,No
REV000877,BKG003270,HTL002,GST01039,2026-08-01,Google,5,5,5,5,4.6,Great stay,Yes
REV000878,BKG003271,HTL005,GST00631,2024-04-23,Booking.com,4,4.2,4.3,4.4,4.1,Comfortable stay,Yes
REV000879,BKG003273,HTL006,GST00123,2026-03-03,Tripadvisor,4.4,4.3,4.6,5,4.1,Very comfortable,Yes
REV000880,BKG003274,HTL003,GST00606,2025-05-18,Expedia,3.3,3.2,3.4,4,3.5,Comfortable stay,Yes
REV000881,BKG003281,HTL004,GST00181,2026-05-23,Booking.com,3.9,3.5,3.8,4.3,3.7,Good overall,Yes
REV000882,BKG003286,HTL001,GST00419,2026-08-17,Tripadvisor,4.7,4.7,5,4.4,4.9,Would stay again,Yes
